BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food,Log_SiteEnergyUse(kBtu)
26,29619.0,0.5064316823660489,1.0,1,29619,0,29619,15000.0,14619.0,Industrial & Storage,1280263.75,0,1,0,0,0,1,0,0,0,0,0,14.062577450445696
48,160000.0,1.0,1.0,1,160000,0,160000,160000.0,0.0,Industrial & Storage,1157976.5,1,0,0,0,0,1,0,0,0,0,0,13.962185506874498
56,53550.0,1.0,1.0,1,53550,0,53550,53550.0,0.0,Industrial & Storage,4590246.5,0,0,1,0,0,1,0,0,0,0,0,15.33944450215164
92,38412.0,0.8330729980214516,1.0,1,38412,0,38412,32000.0,8000.0,Industrial & Storage,1628540.0,0,0,1,0,0,1,0,0,0,0,0,14.303195079924333
86,25881.0,1.0,1.0,1,25881,0,25881,25881.0,0.0,Industrial & Storage,545426.375,1,0,0,0,0,1,0,0,0,0,0,13.209324940653275
50,36544.0,1.0,1.0,1,36544,0,36544,36544.0,0.0,Industrial & Storage,1269847.75,1,0,0,0,0,1,0,0,0,0,0,14.054408356854273
67,20796.0,1.0,1.0,1,20796,0,20796,20796.0,0.0,Industrial & Storage,1324092.125,0,0,1,0,0,1,0,0,0,0,0,14.096238349108342
69,21349.0,0.6089278186331912,1.0,1,21349,0,21349,13000.0,8349.0,Industrial & Storage,659761.875,0,1,0,0,0,1,0,0,0,0,0,13.399635769142947
80,38630.0,0.996634739839503,1.0,1,38630,0,38630,38500.0,0.0,Industrial & Storage,416885.5938,1,0,0,0,0,1,0,0,0,0,0,12.940569506479694
66,20724.0,0.9276201505500868,1.0,1,20724,0,20724,19224.0,1500.0,Industrial & Storage,1832031.5,0,0,1,0,0,1,0,0,0,0,0,14.42093656423353
61,25375.0,0.9229162561576356,1.0,1,25375,0,25375,23419.0,2266.0,Industrial & Storage,4069301.5,1,0,0,0,0,1,0,0,0,0,0,15.218982166810871
31,22803.0,0.8495811954567382,1.0,1,22803,0,22803,19373.0,3430.0,Industrial & Storage,764094.5,0,1,0,0,0,1,0,0,0,0,0,13.54644806033681
65,41550.0,1.0,1.0,1,41550,0,41550,41550.0,0.0,Industrial & Storage,642645.1875,1,0,0,0,0,1,0,0,0,0,0,13.373349599053553
61,23100.0,1.0064935064935066,1.0,1,23100,0,23100,23250.0,0.0,Industrial & Storage,863703.0,1,0,0,0,0,1,0,0,0,0,0,13.668985396495351
10,8029.833333333333,1.0,1.0,6,48179,7132,41047,48179.0,0.0,Industrial & Storage,797170.3125,1,0,0,0,0,1,0,0,0,0,0,13.588824881349657
79,52325.0,1.0,1.0,1,52325,0,52325,52325.0,0.0,Industrial & Storage,808968.1875,1,0,0,0,0,1,0,0,0,0,0,13.603516108170671
56,45842.0,1.0863836656341346,1.0,1,45842,0,45842,49802.0,22198.0,Industrial & Storage,819354.625,1,0,0,0,0,1,0,0,0,0,0,13.616273487148828
50,20520.0,0.7504873294346979,1.0,1,20520,0,20520,15400.0,5120.0,Industrial & Storage,1167887.75,0,0,1,0,0,1,0,0,0,0,0,13.970708189546231
71,22972.0,1.0,1.0,1,22972,0,22972,22972.0,0.0,Industrial & Storage,495481.0,1,0,0,0,0,1,0,0,0,0,0,13.113286305149858
63,24990.0,1.0263705482192875,1.0,1,24990,0,24990,25649.0,6728.0,Industrial & Storage,523614.0938,1,0,0,0,0,1,0,0,0,0,0,13.168512139569543
53,100386.0,0.5043332735640428,1.0,1,100386,0,100386,50628.0,49758.0,Industrial & Storage,3626431.5,0,1,0,0,0,1,0,0,0,0,0,15.10375994062465
50,24354.0,0.758396977909173,1.0,1,24354,0,24354,18470.0,5884.0,Industrial & Storage,735907.8125,1,0,0,0,0,1,0,0,0,0,0,13.50886149397548
57,33600.0,0.7142857142857143,1.0,1,33600,0,33600,24000.0,9600.0,Industrial & Storage,847419.375,1,0,0,0,0,1,0,0,0,0,0,13.649952161020542
49,23296.0,0.8358087225274725,1.0,1,23296,0,23296,19471.0,3825.0,Industrial & Storage,1429855.75,0,1,0,0,0,1,0,0,0,0,0,14.173084822393083
59,25520.0,0.987460815047022,1.0,1,25520,0,25520,25200.0,0.0,Industrial & Storage,1610794.75,0,0,1,0,0,1,0,0,0,0,0,14.29223886951543
38,21755.0,0.8113077453458974,1.0,1,21755,0,21755,17650.0,2400.0,Industrial & Storage,844076.8125,1,0,0,0,0,1,0,0,0,0,0,13.645999964233619
64,39600.0,1.0,1.0,1,39600,0,39600,39600.0,0.0,Industrial & Storage,405050.4063,1,0,0,0,0,1,0,0,0,0,0,12.911769267169657
64,39600.0,1.0,1.0,1,39600,0,39600,39600.0,0.0,Industrial & Storage,468396.9063,1,0,0,0,0,1,0,0,0,0,0,13.057073440798186
79,41248.0,1.004412335143522,1.0,1,41248,0,41248,41430.0,0.0,Industrial & Storage,1108310.875,1,0,0,0,0,1,0,0,0,0,0,13.918348582314302
46,23750.0,0.8181052631578948,1.0,1,23750,0,23750,19430.0,1470.0,Industrial & Storage,522972.1875,1,0,0,0,0,1,0,0,0,0,0,13.167285475002474
46,43390.0,0.8395943765844665,1.0,1,43390,0,43390,36430.0,6960.0,Industrial & Storage,533742.8125,1,0,0,0,0,1,0,0,0,0,0,13.187671250951922
57,35400.0,1.0,1.0,1,35400,0,35400,35400.0,0.0,Industrial & Storage,419978.6875,1,0,0,0,0,1,0,0,0,0,0,12.94796162599478
50,28144.0,0.788835986355884,1.0,1,28144,0,28144,22201.0,6087.0,Industrial & Storage,858701.0,1,0,0,0,0,1,0,0,0,0,0,13.663177225759995
100,23761.0,0.8123956623598895,1.0,3,71283,0,71283,57910.0,13373.0,Industrial & Storage,2491238.25,1,0,0,0,0,1,0,0,0,0,0,14.72829083539697
27,23792.0,0.9663752521856086,1.0,1,23792,0,23792,22992.0,800.0,Industrial & Storage,2852102.75,1,0,0,0,0,1,0,0,0,0,0,14.863567437835025
47,25658.0,0.7348195494582587,1.0,1,25658,0,25658,18854.0,6804.0,Industrial & Storage,1063960.125,1,0,0,0,0,1,0,0,0,0,0,13.877509411562112
101,21600.0,1.0,1.0,2,43200,0,43200,43200.0,0.0,Industrial & Storage,1929851.5,0,1,0,0,0,1,0,0,0,0,0,14.472954133090072
48,48280.0,0.8446561723280862,1.0,1,48280,0,48280,40780.0,7500.0,Industrial & Storage,2701833.75,0,1,0,0,0,1,0,0,0,0,0,14.809441637230846
62,36040.0,0.8733629300776915,1.0,1,36040,0,36040,31476.0,4564.0,Industrial & Storage,363808.1875,1,0,0,0,0,1,0,0,0,0,0,12.804384799007858
50,32000.0,1.00125,1.0,1,32000,0,32000,32040.0,0.0,Industrial & Storage,2186148.5,1,0,0,0,0,1,0,0,0,0,0,14.597652335133121
46,44000.0,1.032931818181818,1.0,1,44000,0,44000,45449.0,0.0,Industrial & Storage,4302455.5,0,0,1,0,0,1,0,0,0,0,0,15.274696696615791
43,36000.0,1.0,1.0,1,36000,0,36000,36000.0,0.0,Industrial & Storage,2771820.5,0,0,1,0,0,1,0,0,0,0,0,14.835015243279159
37,31360.0,0.9451530612244898,1.0,1,31360,0,31360,29640.0,1460.0,Industrial & Storage,1356972.25,0,1,0,0,0,1,0,0,0,0,0,14.120767226021384
37,33320.0,0.9663865546218487,1.0,1,33320,0,33320,32200.0,1200.0,Industrial & Storage,2339234.0,0,1,0,0,0,1,0,0,0,0,0,14.665334510805963
37,48020.0,0.9954185755935028,1.0,1,48020,0,48020,47800.0,0.0,Industrial & Storage,2373568.25,1,0,0,0,0,1,0,0,0,0,0,14.679905392869777
37,27420.0,1.0156819839533189,1.0,1,27420,0,27420,27850.0,0.0,Industrial & Storage,1176342.25,0,1,0,0,0,1,0,0,0,0,0,13.977921244103948
24,29394.0,1.0,1.0,1,29394,0,29394,29394.0,16902.0,Industrial & Storage,1486681.75,1,0,0,0,0,1,0,0,0,0,0,14.212057853655269
90,10200.0,0.7352941176470589,1.0,2,20400,0,20400,15000.0,5400.0,Industrial & Storage,438557.0,0,1,0,0,0,1,0,0,0,0,0,12.991247351146791
91,12910.5,1.0,1.0,2,25821,0,25821,25821.0,0.0,Industrial & Storage,209698.7031,1,0,0,0,0,1,0,0,0,0,0,12.253431801056868
61,10935.0,1.0,1.0,2,21870,0,21870,21870.0,0.0,Industrial & Storage,1074350.375,1,0,0,0,0,1,0,0,0,0,0,13.887227665348682
28,51664.0,1.0,3.0,1,51664,0,51664,51664.0,0.0,Industrial & Storage,3528086.75,1,0,0,0,0,1,0,0,0,0,0,15.076266568248485
34,18300.0,1.1900546448087432,1.0,2,36600,0,36600,43556.0,0.0,Industrial & Storage,308400.4063,1,0,0,0,0,1,0,0,0,0,0,12.639157480647944
75,48890.0,0.6318060953160155,1.0,1,48890,0,48890,30889.0,18000.0,Industrial & Storage,2100216.5,0,1,0,0,0,1,0,0,0,0,0,14.557551468759073
88,20400.0,0.8823529411764706,1.0,2,40800,0,40800,36000.0,4800.0,Industrial & Storage,817255.875,0,1,0,0,0,1,0,0,0,0,0,13.613708736909592
78,20638.0,0.5887198371935265,1.0,2,41276,0,41276,24300.0,13284.0,Industrial & Storage,2502081.0,0,0,1,0,0,1,0,0,0,0,0,14.73263374325292
79,12215.0,0.641301678264429,0.0,2,24430,0,24430,15667.0,8690.0,Industrial & Storage,1232822.875,1,0,0,0,0,1,0,0,0,0,0,14.02481792928332
90,20000.0,1.0,1.0,1,20000,0,20000,20000.0,0.0,Industrial & Storage,743528.125,0,0,1,0,0,1,0,0,0,0,0,13.519163216946316
62,42000.0,0.9047619047619048,1.0,1,42000,0,42000,38000.0,4000.0,Industrial & Storage,2070005.625,0,0,1,0,0,1,0,0,0,0,0,14.543062365719521
54,24248.0,0.866793137578357,1.0,1,24248,0,24248,21018.0,3230.0,Industrial & Storage,111969.7031,1,0,0,0,0,1,0,0,0,0,0,11.62599253659507
84,24617.0,0.9242393467928668,1.0,1,24617,0,24617,22752.0,0.0,Industrial & Storage,106918.0,1,0,0,0,0,1,0,0,0,0,0,11.579826817421987
116,26055.0,0.6140855881788524,1.0,2,52110,0,52110,32000.0,0.0,Industrial & Storage,586589.1875,0,0,1,0,0,1,0,0,0,0,0,13.282081707632424
26,35937.0,1.0,1.0,2,71874,31389,40485,71874.0,0.0,Industrial & Storage,1242811.75,0,0,1,0,0,1,0,0,0,0,0,14.032887715540777
75,51050.0,0.969637610186092,1.0,1,51050,0,51050,49500.0,0.0,Industrial & Storage,1206165.75,1,0,0,0,0,1,0,0,0,0,0,14.00295791370961
64,16300.0,3.997791411042945,1.0,1,16300,0,16300,65164.0,0.0,Industrial & Storage,150167.7969,1,0,0,0,0,1,0,0,0,0,0,11.919515253055366
52,33462.0,1.0,1.0,1,33462,0,33462,33462.0,0.0,Industrial & Storage,1386445.375,1,0,0,0,0,1,0,0,0,0,0,14.142254466766394
86,23903.0,0.7676860645107308,1.0,1,23903,0,23903,18350.0,4500.0,Industrial & Storage,415364.5938,0,1,0,0,0,1,0,0,0,0,0,12.936914360320744
69,7507.333333333333,1.0,1.0,3,22522,0,22522,22522.0,0.0,Industrial & Storage,561473.875,0,0,1,0,0,1,0,0,0,0,0,13.238322305944
20,9739.75,1.0,1.0,4,38959,0,38959,38959.0,0.0,Industrial & Storage,905750.375,0,1,0,0,0,1,0,0,0,0,0,13.716520126835112
88,12977.5,0.5451743402041995,1.0,2,25955,0,25955,14150.0,8745.0,Industrial & Storage,1218112.0,1,0,0,0,0,1,0,0,0,0,0,14.012813497989692
56,30000.0,1.0,1.0,1,30000,0,30000,30000.0,0.0,Industrial & Storage,2794837.0,0,0,1,0,0,1,0,0,0,0,0,14.843284702247546
54,45036.0,0.4687361222133404,1.0,1,45036,0,45036,21110.0,14074.0,Industrial & Storage,1791697.75,0,1,0,0,0,1,0,0,0,0,0,14.398674750126307
49,27263.0,0.8069544804313539,1.0,1,27263,0,27263,22000.0,2700.0,Industrial & Storage,2470642.0,1,0,0,0,0,1,0,0,0,0,0,14.719988998612417
54,31569.0,1.0453292787227977,1.0,1,31569,0,31569,33000.0,0.0,Industrial & Storage,3064039.5,0,0,1,0,0,1,0,0,0,0,0,14.935245027770927
60,22509.0,1.0,1.0,1,22509,0,22509,22509.0,0.0,Industrial & Storage,177812.7969,1,0,0,0,0,1,0,0,0,0,0,12.08849219691415
60,39984.0,0.7799119647859144,1.0,1,39984,0,39984,31184.0,8800.0,Industrial & Storage,1073156.375,0,1,0,0,0,1,0,0,0,0,0,13.886115679078047
60,14400.0,1.0,1.0,2,28800,0,28800,28800.0,0.0,Industrial & Storage,1143826.625,0,1,0,0,0,1,0,0,0,0,0,13.94989076212134
98,14154.5,1.0,1.0,2,28309,0,28309,28309.0,0.0,Industrial & Storage,430308.9063,0,1,0,0,0,1,0,0,0,0,0,12.972260940406917
48,14749.0,0.6695030171537053,1.0,2,29498,0,29498,19749.0,9148.0,Industrial & Storage,3768900.5,1,0,0,0,0,1,0,0,0,0,0,15.14229413765465
78,23050.0,1.0,1.0,1,23050,0,23050,23050.0,0.0,Industrial & Storage,466672.6875,1,0,0,0,0,1,0,0,0,0,0,13.053385550447064
52,25000.0,0.53572,1.0,1,25000,0,25000,13393.0,7500.0,Industrial & Storage,1989103.875,0,1,0,0,0,1,0,0,0,0,0,14.50319528394732
56,25000.0,0.96,1.0,1,25000,0,25000,24000.0,1000.0,Industrial & Storage,287132.5,0,1,0,0,0,1,0,0,0,0,0,12.567702543384298
22,22203.33333333333,1.0016514036931392,1.0,3,66610,0,66610,66720.0,0.0,Industrial & Storage,640377.0,0,1,0,0,0,1,0,0,0,0,0,13.369813905985556
75,11162.0,0.9406916323239564,1.0,2,22324,0,22324,21000.0,0.0,Industrial & Storage,588856.125,0,0,1,0,0,1,0,0,0,0,0,13.285938861052143
44,29400.0,0.8503401360544217,1.0,1,29400,0,29400,25000.0,0.0,Industrial & Storage,227509.5,1,0,0,0,0,1,0,0,0,0,0,12.33495167015424
37,39358.0,0.5243533716144113,1.0,2,78716,0,78716,41275.0,29399.0,Industrial & Storage,4103800.75,1,0,0,0,0,1,0,0,0,0,0,15.22742435813573
110,10871.0,0.6074878116088677,1.0,4,43484,0,43484,26416.0,9531.0,Industrial & Storage,1567040.75,1,0,0,0,0,1,0,0,0,0,0,14.264700164250621
78,40028.0,0.8299690216848207,1.0,1,40028,0,40028,33222.0,10208.0,Industrial & Storage,942415.1875,1,0,0,0,0,1,0,0,0,0,0,13.756202268620733
56,44476.0,0.9276014030038672,1.0,1,44476,0,44476,41256.0,0.0,Industrial & Storage,1368120.5,1,0,0,0,0,1,0,0,0,0,0,14.128949189010218
40,21040.0,1.0,1.0,1,21040,0,21040,21040.0,0.0,Industrial & Storage,592088.125,0,1,0,0,0,1,0,0,0,0,0,13.291412451521268
65,14016.0,1.0702054794520548,1.0,2,28032,0,28032,30000.0,0.0,Industrial & Storage,1321065.0,0,0,1,0,0,1,0,0,0,0,0,14.093949544406282
42,25620.0,1.0,1.0,1,25620,0,25620,25620.0,0.0,Industrial & Storage,550324.1875,0,0,1,0,0,1,0,0,0,0,0,13.218264632489237
24,11079.333333333334,1.0,1.0,3,33238,0,33238,33238.0,0.0,Industrial & Storage,1632472.0,1,0,0,0,0,1,0,0,0,0,0,14.305606600945415
95,7680.0,1.0,1.0,3,23040,0,23040,23040.0,0.0,Industrial & Storage,421430.0,1,0,0,0,0,1,0,0,0,0,0,12.95141134195595
39,24024.0,0.5958208458208458,1.0,1,24024,0,24024,14314.0,9710.0,Industrial & Storage,375773.5938,1,0,0,0,0,1,0,0,0,0,0,12.83674475803484
63,42420.0,0.6463932107496464,1.0,1,42420,0,42420,27420.0,10000.0,Industrial & Storage,965425.1875,0,1,0,0,0,1,0,0,0,0,0,13.780324927902361
37,36982.0,0.9296955275539452,1.0,1,36982,0,36982,34382.0,2600.0,Industrial & Storage,374753.8125,1,0,0,0,0,1,0,0,0,0,0,12.834027257776984
52,11700.0,0.8547863247863248,1.0,2,23400,0,23400,20002.0,3374.0,Industrial & Storage,439266.9063,1,0,0,0,0,1,0,0,0,0,0,12.992864770841669
44,23232.0,1.0,1.0,1,23232,0,23232,23232.0,0.0,Industrial & Storage,127374.0,1,0,0,0,0,1,0,0,0,0,0,11.754890770525027
42,35046.0,0.928665182902471,1.0,1,35046,0,35046,32546.0,0.0,Industrial & Storage,1063269.125,1,0,0,0,0,1,0,0,0,0,0,13.87685974075241
55,25577.0,0.5219142198068577,1.0,1,25577,0,25577,13349.0,8228.0,Industrial & Storage,895784.6875,1,0,0,0,0,1,0,0,0,0,0,13.705456475289006
42,43380.0,0.9876440756108806,1.0,1,43380,0,43380,42844.0,0.0,Industrial & Storage,405062.0,1,0,0,0,0,1,0,0,0,0,0,12.91179788954672
96,11520.0,1.0,1.0,2,23040,0,23040,23040.0,0.0,Industrial & Storage,79711.79688,1,0,0,0,0,1,0,0,0,0,0,11.286185415001098
58,30940.0,1.0,1.0,2,61880,0,61880,61880.0,0.0,Industrial & Storage,595936.5,1,0,0,0,0,1,0,0,0,0,0,13.297891074776874
49,11029.0,0.5732160667331581,1.0,2,22058,0,22058,12644.0,7286.0,Industrial & Storage,1987334.75,0,1,0,0,0,1,0,0,0,0,0,14.502305480586193
45,28320.0,1.0,1.0,1,28320,0,28320,28320.0,0.0,Industrial & Storage,4236396.5,1,0,0,0,0,1,0,0,0,0,0,15.259223819827787
51,30800.0,1.0,1.0,1,30800,0,30800,30800.0,0.0,Industrial & Storage,485971.0,1,0,0,0,0,1,0,0,0,0,0,13.093906288054205
94,37400.0,0.7291711229946524,1.0,1,37400,0,37400,27271.0,5706.0,Industrial & Storage,924192.6875,1,0,0,0,0,1,0,0,0,0,0,13.736676947163426
112,18214.75,1.0,1.0,4,72859,0,72859,72859.0,0.0,Industrial & Storage,1498457.875,1,0,0,0,0,1,0,0,0,0,0,14.219947721251481
28,22850.0,6.426849015317287,1.0,2,45700,0,45700,293707.0,0.0,Industrial & Storage,1544193.75,1,0,0,0,0,1,0,0,0,0,0,14.250013135032397
2,25395.0,0.8621382161842882,1.0,4,101580,14004,87576,87576.0,0.0,Industrial & Storage,940844.6875,1,0,0,0,0,1,0,0,0,0,0,13.754534417341093
61,52085.0,1.0,1.0,1,52085,4222,47863,52085.0,0.0,Industrial & Storage,3605855.5,0,0,1,0,0,1,0,0,0,0,0,15.0980698871671
109,11490.4,0.2861867297918262,1.0,5,57452,0,57452,16442.0,15505.0,Mixed Use,7606084.5,0,1,0,0,0,0,1,0,0,0,0,15.844459208532589
90,26274.5,0.4472016594036042,1.0,2,52549,0,52549,23500.0,23500.0,Mixed Use,15026196.0,0,0,1,0,0,0,1,0,0,0,0,16.525305702433577
33,16630.0,0.4026257767087592,1.0,6,99780,9341,90439,40174.0,20868.0,Mixed Use,15473117.0,1,0,0,0,0,0,1,0,0,0,0,16.554614753630283
14,27696.25,0.5286184952836576,1.0,4,110785,0,110785,58563.0,48520.0,Mixed Use,10557910.0,1,0,0,0,0,0,1,0,0,0,0,16.172385994703347
116,62900.0,0.5165977742448331,1.0,1,62900,0,62900,32494.0,29793.0,Mixed Use,10394330.0,0,0,1,0,0,0,1,0,0,0,0,16.156771119338835
16,34671.0,0.4793631565285108,1.0,11,381381,195621,185760,182820.0,164192.0,Mixed Use,9765777.0,1,0,0,0,0,0,1,0,0,0,0,16.094394791418274
36,27336.75,0.3876558113162684,1.0,4,109347,38700,70647,42389.0,38700.0,Mixed Use,8218155.5,1,0,0,0,0,0,1,0,0,0,0,15.921856471807077
46,88400.0,0.378393665158371,0.0,1,88400,0,88400,33450.0,29620.0,Mixed Use,4383100.5,0,1,0,0,0,0,1,0,0,0,0,15.293267136787387
106,15984.0,0.5,1.0,5,79920,0,79920,39960.0,26640.0,Mixed Use,3009463.75,1,0,0,0,0,0,1,0,0,0,0,14.917272796992245
108,34350.0,0.3208005822416302,1.0,4,137400,0,137400,44078.0,19182.0,Mixed Use,14940504.0,1,0,0,0,0,0,1,0,0,0,0,16.51958653897184
62,22460.0,0.4412585336895221,1.0,3,67380,0,67380,29732.0,17372.0,Mixed Use,2755829.0,0,1,0,0,0,0,1,0,0,0,0,14.829229225613755
89,37922.0,0.3750065924792996,1.0,2,75844,19928,55916,28442.0,28441.0,Mixed Use,3684188.5,1,0,0,0,0,0,1,0,0,0,0,15.11956111368805
88,65000.0,0.3076923076923077,1.0,1,65000,15000,50000,20000.0,15000.0,Mixed Use,2603931.25,1,0,0,0,0,0,1,0,0,0,0,14.772533264307
112,26501.0,0.5962416512584431,1.0,2,53002,0,53002,31602.0,27427.0,Mixed Use,3441643.25,1,0,0,0,0,0,1,0,0,0,0,15.051459894804857
106,18900.0,0.4629629629629629,1.0,3,56700,0,56700,26250.0,18050.0,Mixed Use,2371575.0,1,0,0,0,0,0,1,0,0,0,0,14.679065271013766
86,54376.5,0.5388816860224546,3.0,2,108753,18860,89893,58605.0,24338.0,Mixed Use,3639670.25,1,0,0,0,0,0,1,0,0,0,0,15.107403919600127
108,13880.0,0.30835734870317,1.0,4,55520,0,55520,17120.0,15300.0,Mixed Use,3686962.25,0,0,1,0,0,0,1,0,0,0,0,15.120313709713392
114,18330.0,0.3721085651936716,1.0,4,73320,0,73320,27283.0,23277.0,Mixed Use,1141189.75,0,1,0,0,0,0,1,0,0,0,0,13.947582792785653
7,20400.0,0.3400653594771242,1.0,6,122400,54300,68100,41624.0,33399.0,Mixed Use,4865551.5,1,0,0,0,0,0,1,0,0,0,0,15.397690833443905
12,19353.0,0.3410323980778174,1.0,4,77412,21612,55800,26400.0,19200.0,Mixed Use,2655387.5,1,0,0,0,0,0,1,0,0,0,0,14.792101529636941
95,22046.0,0.3937826967855091,1.0,3,66138,12586,53552,26044.0,13884.0,Mixed Use,7070998.5,1,0,0,0,0,0,1,0,0,0,0,15.77151239987502
54,44700.0,0.5313422818791946,1.0,1,44700,0,44700,23751.0,14024.0,Mixed Use,2042771.0,1,0,0,0,0,0,1,0,0,0,0,14.529818266984579
113,9533.333333333334,0.4195804195804196,1.0,3,28600,0,28600,12000.0,11000.0,Mixed Use,1062722.625,1,0,0,0,0,0,1,0,0,0,0,13.876345628223117
38,19269.5,0.4034614286826332,1.0,2,38539,12379,26160,15549.0,12379.0,Mixed Use,2186018.5,1,0,0,0,0,0,1,0,0,0,0,14.597592868081396
62,14348.0,0.4516308893225537,1.0,2,28696,6080,22616,12960.0,7760.0,Mixed Use,418348.5,1,0,0,0,0,0,1,0,0,0,0,12.944072486551523
10,16896.0,0.2654178503787879,1.0,2,33792,22867,10925,8969.0,8540.0,Mixed Use,2547848.0,1,0,0,0,0,0,1,0,0,0,0,14.750760031751714
26,23780.0,0.4866694701429773,1.0,2,47560,0,47560,23146.0,15724.0,Mixed Use,1132489.625,0,1,0,0,0,0,1,0,0,0,0,13.939929858159367
71,21060.0,0.498338081671415,1.0,1,21060,0,21060,10495.0,10240.0,Mixed Use,350264.5938,1,0,0,0,0,0,1,0,0,0,0,12.766446985121101
56,5134.75,0.3596572374507035,1.0,4,20539,0,20539,7387.0,5264.0,Mixed Use,1678458.75,1,0,0,0,0,0,1,0,0,0,0,14.33338711537089
9,19392.0,0.4338386963696369,1.0,2,38784,0,38784,16826.0,16826.0,Mixed Use,1841154.25,1,0,0,0,0,0,1,0,0,0,0,14.425903785828641
90,11657.5,0.3327471584816641,0.0,2,23315,0,23315,7758.0,6919.0,Mixed Use,1354000.625,0,1,0,0,0,0,1,0,0,0,0,14.118574932601348
86,10350.0,0.3333333333333333,1.0,2,20700,0,20700,6900.0,6900.0,Mixed Use,4265815.0,0,0,1,0,0,0,1,0,0,0,0,15.266144045343898
37,39350.0,0.4897331639135959,1.0,1,39350,0,39350,19271.0,19249.0,Mixed Use,267135.0938,1,0,0,0,0,0,1,0,0,0,0,12.495513522128764
18,20233.0,0.3580783867938516,1.0,1,20233,0,20233,7245.0,6644.0,Mixed Use,630250.125,0,1,0,0,0,0,1,0,0,0,0,13.353873630054522
15,13942.333333333334,0.3412389126640686,5.0,3,41827,9226,32601,14273.0,14128.0,Mixed Use,4193371.0,0,1,0,0,0,0,1,0,0,0,0,15.249015741511638
69,46958.0,0.8584905660377359,1.0,1,46958,0,46958,40313.0,33976.0,Mixed Use,1818867.875,1,0,0,0,0,0,1,0,0,0,0,14.413725368590756
88,14400.0,0.5,1.0,2,28800,0,28800,14400.0,14400.0,Mixed Use,456953.0,0,1,0,0,0,0,1,0,0,0,0,13.032338008354998
96,12960.0,0.3900077160493827,1.0,2,25920,0,25920,10109.0,7016.0,Mixed Use,989079.5,1,0,0,0,0,0,1,0,0,0,0,13.804531002641264
52,6283.0,0.3207464586980741,1.0,4,25132,7308,17824,8061.0,8000.0,Mixed Use,564754.1875,1,0,0,0,0,0,1,0,0,0,0,13.244147619768365
116,24640.0,0.3168425324675324,1.0,2,49280,0,49280,15614.0,9240.0,Mixed Use,5437110.5,1,0,0,0,0,0,1,0,0,0,0,15.508758503550665
26,20516.25,0.439115335404862,1.0,4,82065,34800,47265,36036.0,27594.0,Mixed Use,1717130.875,1,0,0,0,0,0,1,0,0,0,0,14.356165942404889
98,34617.0,0.1864690758875697,1.0,1,34617,0,34617,6455.0,5813.0,Mixed Use,5136604.5,0,1,0,0,0,0,1,0,0,0,0,15.451903010705246
106,9780.0,0.4333333333333333,1.0,3,29340,0,29340,12714.0,11592.0,Mixed Use,2160420.0,0,0,1,0,0,0,1,0,0,0,0,14.585813668075774
8,68610.5,0.3963059590004445,1.0,4,274442,0,274442,108763.0,105499.0,Mixed Use,9155568.0,1,0,0,0,0,0,1,0,0,0,0,16.029872885989004
71,11067.5,0.4693020103907838,1.0,2,22135,0,22135,10388.0,8116.0,Mixed Use,1261634.5,1,0,0,0,0,0,1,0,0,0,0,14.04791945310635
106,15570.0,0.4765574823378292,1.0,2,31140,0,31140,14840.0,9400.0,Mixed Use,935580.3125,0,0,1,0,0,0,1,0,0,0,0,13.748923339679086
107,9028.333333333334,0.3507476462986893,1.0,3,27085,0,27085,9500.0,8196.0,Mixed Use,1995131.75,0,1,0,0,0,0,1,0,0,0,0,14.506221147445707
20,18637.33333333333,0.4301759908427529,1.0,3,55912,22850,33062,24052.0,23501.0,Mixed Use,2450442.75,1,0,0,0,0,0,1,0,0,0,0,14.711779688569198
56,28822.0,0.3500104087155645,1.0,2,57644,0,57644,20176.0,19440.0,Mixed Use,2189735.0,1,0,0,0,0,0,1,0,0,0,0,14.599291546580991
64,16004.5,0.5467212346527539,1.0,2,32009,0,32009,17500.0,15770.0,Mixed Use,1998725.25,1,0,0,0,0,0,1,0,0,0,0,14.508020660633187
107,10103.363636363636,0.3863609778921511,1.0,11,111137,0,111137,42939.0,40878.0,Mixed Use,9546165.0,0,1,0,0,0,0,1,0,0,0,0,16.07165016587929
56,14815.5,0.5399750261550403,1.0,2,29631,0,29631,16000.0,13000.0,Mixed Use,5144392.0,0,1,0,0,0,0,1,0,0,0,0,15.453417941670242
103,14626.0,0.2734855736359907,1.0,3,43878,0,43878,12000.0,8262.0,Mixed Use,769771.3125,1,0,0,0,0,0,1,0,0,0,0,13.55385005205063
85,24196.0,0.3600181848239378,1.0,1,24196,0,24196,8711.0,6792.0,Mixed Use,1055033.0,1,0,0,0,0,0,1,0,0,0,0,13.869083551861161
