BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food,Log_SiteEnergyUse(kBtu)
25,27621.2,0.8622579757577513,1.0,5,138106,16221,121885,119083.0,16221.0,Office,8381834.5,1,0,0,0,0,0,0,1,0,0,0,15.941577481886839
12,,0.8858404651697923,1.0,0,225982,0,225982,200184.0,0.0,Office,20560622.0,1,0,0,0,0,0,0,1,0,0,0,16.838888299648577
90,16286.666666666666,0.5309148587801883,1.0,6,97720,0,97720,51881.0,11999.0,Office,2478025.25,1,0,0,0,0,0,0,1,0,0,0,14.722972934335456
31,42250.3,0.4672345521806946,1.0,10,422503,206580,215923,197408.0,0.0,Office,17254810.0,1,0,0,0,0,0,0,1,0,0,0,16.663601561107395
29,13500.0,1.2035873015873015,1.0,7,94500,0,94500,113739.0,0.0,Office,5792926.0,1,0,0,0,0,0,0,1,0,0,0,15.572148248583861
8,33655.77777777778,0.6647859703798589,1.0,9,302902,101342,201560,201365.0,86270.0,Office,14751117.0,1,0,0,0,0,0,0,1,0,0,0,16.506829434487855
43,16837.42105263158,0.5336703020527584,1.0,19,319911,156407,163504,170727.0,69171.0,Office,15067340.0,1,0,0,0,0,0,0,1,0,0,0,16.52804011176997
116,34253.5,0.5591594046350494,1.0,6,205521,0,205521,114919.0,28643.0,Office,8138616.5,0,1,0,0,0,0,0,1,0,0,0,15.912130883259387
116,9450.0,0.8112874779541446,1.0,6,56700,0,56700,46000.0,10500.0,Office,3065954.5,1,0,0,0,0,0,0,1,0,0,0,14.93586982428378
91,18000.0,1.0,1.0,4,72000,0,72000,72000.0,0.0,Office,2729167.75,1,0,0,0,0,0,0,1,0,0,0,14.819507633616022
16,47786.5,0.53885511598464,1.0,4,191146,94892,96254,103000.0,80000.0,Office,5101504.5,1,0,0,0,0,0,0,1,0,0,0,15.445046250211195
8,25860.42857142857,0.64202615137303,1.0,14,362046,0,362046,232443.0,97874.0,Office,15725581.0,1,0,0,0,0,0,0,1,0,0,0,16.57079937099466
15,23431.869565217392,0.6801476250294564,1.0,23,538933,0,538933,366554.0,122821.0,Office,16020642.0,1,0,0,0,0,0,0,1,0,0,0,16.589388636127346
34,19733.6,1.0,1.0,5,98668,0,98668,98668.0,0.0,Office,4391348.0,1,0,0,0,0,0,0,1,0,0,0,15.29514702714152
9,158931.0,0.5043509447496083,1.0,1,158931,28381,130550,80157.0,34302.0,Office,8751704.0,1,0,0,0,0,0,0,1,0,0,0,15.984759096494468
79,30964.5,0.6439471007121058,1.0,2,61929,0,61929,39879.0,0.0,Office,2203026.5,1,0,0,0,0,0,0,1,0,0,0,14.605343108684327
91,6855.0,1.0,1.0,3,20565,0,20565,20565.0,0.0,Office,802312.5,1,0,0,0,0,0,0,1,0,0,0,13.595254708223639
16,31987.4,0.6655683175250254,1.0,5,159937,55971,103966,106449.0,50258.0,Office,7857972.5,1,0,0,0,0,0,0,1,0,0,0,15.877039306735476
8,36792.8,0.7254191037376878,1.0,5,183964,46763,137201,133451.0,46763.0,Office,14856199.0,1,0,0,0,0,0,0,1,0,0,0,16.513927844498102
30,41642.0,0.5282070986023726,1.0,5,208210,78848,129362,109978.0,78848.0,Office,5514308.5,1,0,0,0,0,0,0,1,0,0,0,15.522856998841945
30,39640.857142857145,0.6437261699689354,1.0,7,277486,80283,197203,178625.0,87624.0,Office,12729858.0,1,0,0,0,0,0,0,1,0,0,0,16.35946089427429
23,62376.66666666666,0.9179874953241064,1.0,3,187130,0,187130,171783.0,9581.0,Office,10053489.0,1,0,0,0,0,0,0,1,0,0,0,16.123430395868873
16,50208.8,0.502772422364207,1.0,5,251044,117867,133177,126218.0,12717.0,Office,17186624.0,1,0,0,0,0,0,0,1,0,0,0,16.659642023004242
98,18040.83333333333,0.5917594346159176,1.0,6,108245,14690,93555,64055.0,14621.0,Office,4515180.5,1,0,0,0,0,0,0,1,0,0,0,15.3229559433608
111,27976.666666666668,0.6575122125580841,1.0,6,167860,0,167860,110370.0,19801.0,Office,6797647.0,1,0,0,0,0,0,0,1,0,0,0,15.732087227962296
106,18760.0,0.7142857142857143,1.0,6,112560,0,112560,80400.0,16080.0,Office,4946798.5,1,0,0,0,0,0,0,1,0,0,0,15.41425135977459
65,56448.0,0.9809559240362812,1.0,2,112896,0,112896,110746.0,57500.0,Office,10287986.0,1,0,0,0,0,0,0,1,0,0,0,16.14648746185065
15,23023.0,0.7609130000434349,1.0,4,92092,21055,71037,70074.0,0.0,Office,4817062.0,1,0,0,0,0,0,0,1,0,0,0,15.387674964206509
8,50655.75,0.5192204241374375,1.0,4,202623,88855,113768,105206.0,31992.0,Office,8873485.0,1,0,0,0,0,0,0,1,0,0,0,15.998578287224065
16,38587.0,1.0,1.0,2,77174,25800,51374,77174.0,0.0,Office,5481549.0,1,0,0,0,0,0,0,1,0,0,0,15.516898465645935
18,22104.8,0.8937515833665086,1.0,5,110524,0,110524,98781.0,8634.0,Office,6859198.0,1,0,0,0,0,0,0,1,0,0,0,15.741101229036243
16,34553.57142857143,0.674240826873385,1.0,7,241875,84689,157186,163082.0,83425.0,Office,8655604.0,1,0,0,0,0,0,0,1,0,0,0,15.973717645940303
42,20586.0,0.8653939570581949,1.0,5,102930,18720,84210,89075.0,15164.0,Office,4750799.0,1,0,0,0,0,0,0,1,0,0,0,15.373823582882222
114,25631.0,1.1749444032616754,1.0,3,76893,0,76893,90345.0,33380.0,Office,12029600.0,1,0,0,0,0,0,0,1,0,0,0,16.30288092031853
41,18750.0,0.84432,1.0,8,150000,23630,126370,126648.0,23913.0,Office,9343428.0,1,0,0,0,0,0,0,1,0,0,0,16.050183873450052
63,39194.57142857143,1.0,1.0,7,274362,0,274362,274362.0,0.0,Office,16540550.0,1,0,0,0,0,0,0,1,0,0,0,16.621325560185117
33,25200.13333333333,0.7149089158258422,1.0,15,378002,116280,261722,270237.0,71602.0,Office,17750994.0,1,0,0,0,0,0,0,1,0,0,0,16.69195212865263
53,15365.454545454546,0.925417110401136,1.0,11,169020,0,169020,156414.0,10337.0,Office,11480494.0,1,0,0,0,0,0,0,1,0,0,0,16.25616006639302
35,20185.0,0.814679999478508,1.0,19,383515,89778,293737,312442.0,84800.0,Office,15878689.0,1,0,0,0,0,0,0,1,0,0,0,16.5804885166777
37,18734.714285714286,0.9169227484501652,1.0,7,131143,87160,43983,120248.0,10853.0,Office,5177270.5,1,0,0,0,0,0,0,1,0,0,0,15.459788738009022
108,13299.8,1.039541947999218,1.0,10,132998,0,132998,138257.0,0.0,Office,3775187.5,0,1,0,0,0,0,0,1,0,0,0,15.143960873193446
107,8536.333333333334,0.8768987465344215,1.0,6,51218,0,51218,44913.0,7044.0,Office,2886141.5,1,0,0,0,0,0,0,1,0,0,0,14.87543139339636
87,8021.148148148148,0.843159979868034,1.0,27,216571,13320,203251,182604.0,13320.0,Office,16246106.0,0,1,0,0,0,0,0,1,0,0,0,16.60336386880796
95,14551.923076923076,0.802114444297608,1.0,13,189175,0,189175,151740.0,12645.0,Office,19036416.0,1,0,0,0,0,0,0,1,0,0,0,16.761864386845783
18,22600.23076923077,0.4951991640657175,1.0,13,293803,74481,219322,145491.0,70603.0,Office,17074142.0,1,0,0,0,0,0,0,1,0,0,0,16.653075771824803
106,17479.428571428572,0.7841217431102684,1.0,7,122356,0,122356,95942.0,15523.0,Office,4585070.5,1,0,0,0,0,0,0,1,0,0,0,15.338316257880447
95,17432.666666666668,0.960839802669318,1.0,3,52298,0,52298,50250.0,0.0,Office,1968655.125,1,0,0,0,0,0,0,1,0,0,0,14.49286169787955
105,6861.176470588235,0.7034722222222223,1.0,17,116640,0,116640,82053.0,6561.0,Office,6758565.5,1,0,0,0,0,0,0,1,0,0,0,15.726321369319031
28,37667.8,0.4347108140109059,1.0,5,188339,99314,89025,81873.0,67000.0,Office,8523594.0,1,0,0,0,0,0,0,1,0,0,0,15.958348758167132
106,15833.333333333334,0.8892736842105263,1.0,6,95000,13700,81300,84481.0,8474.0,Office,4052720.0,1,0,0,0,0,0,0,1,0,0,0,15.214899065343156
45,24984.11111111111,0.911659410202929,1.0,9,224857,0,224857,204993.0,0.0,Office,15272491.0,1,0,0,0,0,0,0,1,0,0,0,16.541563859688605
18,55782.625,0.7695048413372444,1.0,8,446261,124788,321473,343400.0,114237.0,Office,13568148.0,1,0,0,0,0,0,0,1,0,0,0,16.42323561867522
109,10395.0,0.7932178932178933,1.0,6,62370,0,62370,49473.0,10408.0,Office,4353025.0,1,0,0,0,0,0,0,1,0,0,0,15.286381793408856
66,93610.0,1.0819143253925865,1.0,1,93610,0,93610,101278.0,502.0,Office,6235947.0,1,0,0,0,0,0,0,1,0,0,0,15.645841170446397
43,78094.0,0.9086293441237484,1.0,2,156188,0,156188,141917.0,0.0,Office,6843855.0,1,0,0,0,0,0,0,1,0,0,0,15.738861873445577
41,47629.6,1.0297798007961436,1.0,5,238148,0,238148,245240.0,5616.0,Office,10775646.0,1,0,0,0,0,0,0,1,0,0,0,16.192799238555086
8,60671.5,0.6142958390677665,1.0,4,242686,100176,142510,149081.0,76364.0,Office,9683979.0,1,0,0,0,0,0,0,1,0,0,0,16.085983531775664
116,15960.0,1.0,1.0,6,95760,15840,79920,95760.0,0.0,Office,5392617.5,1,0,0,0,0,0,0,1,0,0,0,15.500541631969233
22,38151.1,0.5767409065531531,1.0,10,381511,0,381511,220033.0,168978.0,Office,11410228.0,1,0,0,0,0,0,0,1,0,0,0,16.250020791750792
7,24309.647058823528,0.7150247783499167,1.0,17,413264,138098,275166,295494.0,94781.0,Office,13631141.0,1,0,0,0,0,0,0,1,0,0,0,16.427867585929576
13,55026.0,0.6460509577290735,1.0,5,275130,112980,162150,177748.0,0.0,Office,9941308.0,1,0,0,0,0,0,0,1,0,0,0,16.112209260103217
26,57883.8,0.5049772129680498,1.0,5,289419,159157,130262,146150.0,139000.0,Office,12731388.0,1,0,0,0,0,0,0,1,0,0,0,16.359581076914342
56,37981.333333333336,0.5742645510075125,1.0,3,113944,48510,65434,65434.0,0.0,Office,17880184.0,1,0,0,0,0,0,0,1,0,0,0,16.699203674412267
106,12820.0,1.0,1.0,3,38460,0,38460,38460.0,0.0,Office,1950713.25,1,0,0,0,0,0,0,1,0,0,0,14.483706145526318
37,14500.0,0.9998850574712644,1.0,3,43500,0,43500,43495.0,0.0,Office,3220635.25,1,0,0,0,0,0,0,1,0,0,0,14.985089491169335
38,14246.0,1.0,1.0,2,28492,0,28492,28492.0,0.0,Office,1896298.875,1,0,0,0,0,0,0,1,0,0,0,14.455415111210657
53,7441.666666666667,0.8062709966405375,1.0,3,22325,0,22325,18000.0,1800.0,Office,1401315.875,1,0,0,0,0,0,0,1,0,0,0,14.15292297747501
99,10800.0,0.6666666666666666,1.0,2,21600,0,21600,14400.0,7200.0,Office,1636649.125,1,0,0,0,0,0,0,1,0,0,0,14.308162104126875
42,12365.0,0.6145248685806712,1.0,5,61825,13320,48505,37993.0,3547.0,Office,4322873.0,0,1,0,0,0,0,0,1,0,0,0,15.279431016798911
74,21543.33333333333,1.0,1.0,3,64630,0,64630,64630.0,0.0,Office,1408291.375,1,0,0,0,0,0,0,1,0,0,0,14.15788844684215
87,10014.0,1.0,1.0,2,20028,0,20028,20028.0,0.0,Office,511797.4063,1,0,0,0,0,0,0,1,0,0,0,13.145686088791292
116,3374.5714285714284,1.1089238845144358,1.0,7,23622,0,23622,26195.0,2285.0,Office,552007.5,1,0,0,0,0,0,0,1,0,0,0,13.2213187236914
114,7854.333333333333,0.8565547680685821,1.0,3,23563,0,23563,20183.0,3380.0,Office,883197.6875,1,0,0,0,0,0,0,1,0,0,0,13.691305468430494
110,5368.0,1.0819672131147542,1.0,5,26840,0,26840,29040.0,0.0,Office,1989287.0,1,0,0,0,0,0,0,1,0,0,0,14.503287343734216
37,21330.0,0.6094702297233943,1.0,3,63990,26640,37350,39000.0,26640.0,Office,2067352.5,1,0,0,0,0,0,0,1,0,0,0,14.541779844844612
108,9600.0,0.75,1.0,3,28800,0,28800,21600.0,7200.0,Office,1345025.75,1,0,0,0,0,0,0,1,0,0,0,14.111924459296139
62,11184.0,0.7914878397711016,1.0,3,33552,4968,28584,26556.0,4968.0,Office,1696978.75,0,0,1,0,0,0,0,1,0,0,0,14.34436061132254
90,19206.666666666668,0.8642832349878514,1.0,3,57620,7820,49800,49800.0,7820.0,Office,2385395.0,1,0,0,0,0,0,0,1,0,0,0,14.684875706257689
91,22049.0,0.5877817588099233,1.0,2,44098,13660,30438,25920.0,13155.0,Office,1441900.5,1,0,0,0,0,0,0,1,0,0,0,14.181473286588254
64,6667.5,1.0,1.0,4,26670,0,26670,26670.0,0.0,Office,1553208.375,1,0,0,0,0,0,0,1,0,0,0,14.255833912747264
51,23752.0,0.6027702930279556,1.0,1,23752,0,23752,14317.0,9435.0,Office,1067153.75,0,1,0,0,0,0,0,1,0,0,0,13.8805065525699
27,10192.0,1.227482339089482,1.0,2,20384,0,20384,25021.0,0.0,Office,1791071.375,1,0,0,0,0,0,0,1,0,0,0,14.39832509061163
38,8701.2,0.7486093872109594,1.0,5,43506,11250,32256,32569.0,0.0,Office,3460275.5,0,1,0,0,0,0,0,1,0,0,0,15.056859057135808
4,42058.0,0.6538589566788721,1.0,2,84116,26497,57619,55000.0,0.0,Office,2641681.75,1,0,0,0,0,0,0,1,0,0,0,14.78692667736905
116,7992.0,0.928928928928929,1.0,5,39960,0,39960,37120.0,2840.0,Office,2178690.5,1,0,0,0,0,0,0,1,0,0,0,14.594235025197717
35,14462.333333333334,1.0371770345956162,1.0,3,43387,0,43387,45000.0,0.0,Office,2686765.0,1,0,0,0,0,0,0,1,0,0,0,14.803848797835942
26,19500.0,1.0,1.0,2,39000,0,39000,39000.0,0.0,Office,2615247.75,1,0,0,0,0,0,0,1,0,0,0,14.776869775240115
55,29740.0,0.5986550100874244,1.0,1,29740,0,29740,17804.0,12208.0,Office,1467060.25,1,0,0,0,0,0,0,1,0,0,0,14.198771808128107
7,12691.666666666666,0.7625738673670387,1.0,3,38075,0,38075,29035.0,6213.0,Office,1921801.25,1,0,0,0,0,0,0,1,0,0,0,14.468773975602016
46,19585.0,0.9063058463109522,1.0,2,39170,0,39170,35500.0,0.0,Office,2130673.75,0,1,0,0,0,0,0,1,0,0,0,14.571949271557697
59,10591.5,0.6583109096917339,1.0,2,21183,0,21183,13945.0,7238.0,Office,361542.0938,1,0,0,0,0,0,0,1,0,0,0,12.798136521774968
55,9797.333333333334,1.0,1.0,3,29392,3834,25558,29392.0,3834.0,Office,755618.1875,1,0,0,0,0,0,0,1,0,0,0,13.535292808013915
31,27547.6,0.5648114536293543,1.0,5,137738,55504,82234,77796.0,55504.0,Office,4704936.5,1,0,0,0,0,0,0,1,0,0,0,15.364123047172686
3,41225.2,0.494556727438557,1.0,5,206126,79284,126842,101941.0,73177.0,Office,4489661.0,1,0,0,0,0,0,0,1,0,0,0,15.317287978488439
116,10250.0,1.0,1.0,2,20500,0,20500,20500.0,0.0,Office,1326178.125,1,0,0,0,0,0,0,1,0,0,0,14.097812527331554
56,20678.0,1.1171293161814488,1.0,1,20678,0,20678,23100.0,0.0,Office,770333.0,0,0,1,0,0,0,0,1,0,0,0,13.554579466014257
34,20014.5,0.7944240425691373,1.0,2,40029,0,40029,31800.0,8200.0,Office,1471914.25,1,0,0,0,0,0,0,1,0,0,0,14.202075001885209
46,14152.0,0.9604649519502544,1.0,2,28304,0,28304,27185.0,0.0,Office,1269367.5,1,0,0,0,0,0,0,1,0,0,0,14.054030090673445
47,12936.0,0.8995052566481138,1.0,2,25872,0,25872,23272.0,2600.0,Office,1787119.0,0,1,0,0,0,0,0,1,0,0,0,14.396115943537806
47,12936.0,0.9658317872603588,1.0,2,25872,0,25872,24988.0,0.0,Office,2399353.5,0,1,0,0,0,0,0,1,0,0,0,14.690710300809062
58,10718.0,1.0,1.0,2,21436,0,21436,21436.0,0.0,Office,534703.6875,1,0,0,0,0,0,0,1,0,0,0,13.18946988749649
10,9981.5,0.6095025797725793,1.0,4,39926,12400,27526,24335.0,12400.0,Office,1010967.688,1,0,0,0,0,0,0,1,0,0,0,13.826419526207458
31,10472.333333333334,0.8369672470318618,1.0,3,31417,8110,23307,26295.0,12890.0,Office,1126157.25,1,0,0,0,0,0,0,1,0,0,0,13.934322619547382
97,12960.0,0.925733024691358,1.0,2,25920,0,25920,23995.0,0.0,Office,1793851.375,0,1,0,0,0,0,0,1,0,0,0,14.399876030032189
70,7555.666666666667,1.0,1.0,3,22667,0,22667,22667.0,0.0,Office,3767135.0,0,1,0,0,0,0,0,1,0,0,0,15.141825589022215
15,6748.0,0.4714878482513337,1.0,5,33740,6010,27730,15908.0,8762.0,Office,1291405.25,1,0,0,0,0,0,0,1,0,0,0,14.071242298871635
35,11194.0,0.87546900125067,1.0,2,22388,0,22388,19600.0,2788.0,Office,576405.125,1,0,0,0,0,0,0,1,0,0,0,13.264567769352226
30,17800.0,1.034803370786517,1.0,2,35600,0,35600,36839.0,0.0,Office,2173143.75,1,0,0,0,0,0,0,1,0,0,0,14.591685869997471
35,11800.0,1.0,1.0,2,23600,0,23600,23600.0,0.0,Office,776248.6875,1,0,0,0,0,0,0,1,0,0,0,13.562229509653255
30,13355.666666666666,1.0,1.0,3,40067,0,40067,40067.0,0.0,Office,2303732.75,1,0,0,0,0,0,0,1,0,0,0,14.650041734224526
27,8806.333333333334,1.0,1.0,3,26419,6922,19497,26419.0,0.0,Office,1074989.0,1,0,0,0,0,0,0,1,0,0,0,13.887821917175051
37,8420.666666666666,1.0,1.0,3,25262,0,25262,25262.0,0.0,Office,1469556.25,1,0,0,0,0,0,0,1,0,0,0,14.200471722911768
36,11368.666666666666,0.959919075822436,1.0,3,34106,0,34106,32739.0,0.0,Office,1619177.125,1,0,0,0,0,0,0,1,0,0,0,14.297429248226122
36,11515.0,1.0,1.0,3,34545,0,34545,34545.0,0.0,Office,2313978.75,1,0,0,0,0,0,0,1,0,0,0,14.654479435617088
36,23432.0,1.0,1.0,3,70296,0,70296,70296.0,0.0,Office,2782066.5,1,0,0,0,0,0,0,1,0,0,0,14.838704914291238
114,6959.5,1.0,1.0,4,27838,0,27838,27838.0,0.0,Office,1217509.125,1,0,0,0,0,0,0,1,0,0,0,14.012318450126068
65,19907.5,0.6811000879065678,1.0,2,39815,0,39815,27118.0,12697.0,Office,2050600.75,1,0,0,0,0,0,0,1,0,0,0,14.533643844626523
15,21396.5,0.6140022900941743,1.0,2,42793,16518,26275,26275.0,16518.0,Office,1772188.5,1,0,0,0,0,0,0,1,0,0,0,14.387726345738605
98,12716.0,0.9922669602600398,1.0,3,38148,0,38148,37853.0,12495.0,Office,1262255.75,1,0,0,0,0,0,0,1,0,0,0,14.048411748300447
31,17192.6,0.6154740993218012,1.0,5,85963,33055,52908,52908.0,33055.0,Office,4480961.0,1,0,0,0,0,0,0,1,0,0,0,15.315348313482378
113,19240.0,0.4331254331254331,1.0,3,57720,0,57720,25000.0,0.0,Office,24105.5,1,0,0,0,0,0,0,1,0,0,0,10.090236792657235
109,5866.666666666667,1.0,1.0,6,35200,0,35200,35200.0,0.0,Office,2998208.25,1,0,0,0,0,0,0,1,0,0,0,14.913525751740035
109,7168.0,1.0,1.0,5,35840,0,35840,35840.0,0.0,Office,1538750.625,0,1,0,0,0,0,0,1,0,0,0,14.246482012532233
88,7631.25,0.5113513513513513,1.0,4,30525,0,30525,15609.0,6104.0,Office,2883139.0,1,0,0,0,0,0,0,1,0,0,0,14.874390535968743
54,15427.5,0.699108734402852,1.0,2,30855,10285,20570,21571.0,0.0,Office,2946756.25,0,1,0,0,0,0,0,1,0,0,0,14.89621588642345
106,24516.33333333333,0.5660444057703028,1.0,3,73549,0,73549,41632.0,31917.0,Office,2828950.5,0,0,1,0,0,0,0,1,0,0,0,14.855416706269656
53,13038.333333333334,1.278281989006775,0.0,3,39115,0,39115,50000.0,0.0,Office,3735308.5,1,0,0,0,0,0,0,1,0,0,0,15.13334123790846
23,27744.0,0.6624855824682814,1.0,1,27744,0,27744,18380.0,6060.0,Office,5355753.0,1,0,0,0,0,0,0,1,0,0,0,15.493682054940038
96,9460.0,1.0,1.0,3,28380,12180,16200,28380.0,0.0,Office,1372213.375,0,1,0,0,0,0,0,1,0,0,0,14.131936325062208
90,8725.333333333334,0.9065556234718828,1.0,3,26176,0,26176,23730.0,0.0,Office,966907.375,0,1,0,0,0,0,0,1,0,0,0,13.781859018136474
90,37740.0,0.9931372549019608,1.0,1,37740,0,37740,37481.0,0.0,Office,7442314.5,1,0,0,0,0,0,0,1,0,0,0,15.822692581507685
17,9509.5,1.0,1.0,4,38038,0,38038,38038.0,19600.0,Office,2003807.75,1,0,0,0,0,0,0,1,0,0,0,14.510560302501029
9,16149.0,0.6438633971143725,1.0,4,64596,24596,40000,41591.0,21350.0,Office,2524228.25,0,1,0,0,0,0,0,1,0,0,0,14.741446326569337
88,13822.0,0.8538079390343897,1.0,3,41466,6062,35404,35404.0,5000.0,Office,9190442.0,0,1,0,0,0,0,0,1,0,0,0,16.033674697740253
3,21785.0,0.9222553744931528,1.0,6,130710,100800,29910,120548.0,88960.0,Office,7429423.0,1,0,0,0,0,0,0,1,0,0,0,15.820958890135673
90,8945.0,0.6243991056456121,1.0,4,35780,0,35780,22341.0,8214.0,Office,1912760.75,1,0,0,0,0,0,0,1,0,0,0,14.464058698063075
97,11921.5,0.5347481441093822,1.0,4,47686,0,47686,25500.0,8500.0,Office,2071670.25,0,1,0,0,0,0,0,1,0,0,0,14.543866206645772
101,6785.833333333333,0.5132015227803021,1.0,6,40715,0,40715,20895.0,16260.0,Office,2827772.75,1,0,0,0,0,0,0,1,0,0,0,14.855000299262079
106,9040.0,1.0,1.0,4,36160,0,36160,36160.0,0.0,Office,1862176.875,1,0,0,0,0,0,0,1,0,0,0,14.437257261257619
107,13380.0,1.0171599402092677,1.0,5,66900,0,66900,68048.0,0.0,Office,1634178.25,1,0,0,0,0,0,0,1,0,0,0,14.306651248507865
16,16833.0,0.7318758787302719,1.0,3,50499,13540,36959,36959.0,13540.0,Office,3205182.5,1,0,0,0,0,0,0,1,0,0,0,14.980279900988116
52,10893.0,1.0643899752134398,1.0,5,54465,9605,44860,57972.0,0.0,Office,3600571.25,1,0,0,0,0,0,0,1,0,0,0,15.096603349127134
57,10564.0,1.0,1.0,2,21128,0,21128,21128.0,0.0,Office,436604.0938,1,0,0,0,0,0,0,1,0,0,0,12.98678439000198
3,17184.0,1.0503957169459963,1.0,3,51552,0,51552,54150.0,650.0,Office,1539066.375,1,0,0,0,0,0,0,1,0,0,0,14.24668719029032
86,15288.0,1.0,1.0,3,45864,0,45864,45864.0,0.0,Office,2590622.0,0,0,1,0,0,0,0,1,0,0,0,14.767408945291024
29,11058.666666666666,1.0,1.0,3,33176,0,33176,33176.0,15000.0,Office,1426279.5,1,0,0,0,0,0,0,1,0,0,0,14.170580564679991
34,20631.0,0.9873006640492464,1.0,2,41262,0,41262,40738.0,0.0,Office,1903455.875,1,0,0,0,0,0,0,1,0,0,0,14.45918219891369
63,21591.5,0.6155199962948382,1.0,2,43183,0,43183,26580.0,11497.0,Office,7408342.0,1,0,0,0,0,0,0,1,0,0,0,15.818117355532177
17,7211.0,0.3568159755928443,1.0,4,28844,0,28844,10292.0,10200.0,Office,910718.6875,1,0,0,0,0,0,0,1,0,0,0,13.72199043130841
49,12000.0,1.0,1.0,2,24000,0,24000,24000.0,0.0,Office,1088556.25,1,0,0,0,0,0,0,1,0,0,0,13.900363753588307
42,13309.0,0.9903323565507052,1.0,3,39927,0,39927,39541.0,0.0,Office,3568419.5,1,0,0,0,0,0,0,1,0,0,0,15.087633618876914
36,13465.0,1.0,1.0,2,26930,6350,20580,26930.0,0.0,Office,1002995.0,1,0,0,0,0,0,0,1,0,0,0,13.818502078900227
48,19372.5,1.679416698928894,1.0,2,38745,0,38745,65069.0,0.0,Office,2890379.0,1,0,0,0,0,0,0,1,0,0,0,14.876898539334114
49,12792.666666666666,0.9137005576111312,1.0,3,38378,0,38378,35066.0,3312.0,Office,1645605.125,0,1,0,0,0,0,0,1,0,0,0,14.313619339360628
89,7970.0,0.8364700961940611,1.0,3,23910,0,23910,20000.0,3910.0,Office,873577.3125,1,0,0,0,0,0,0,1,0,0,0,13.68035305822964
49,25500.0,1.0,1.0,1,25500,0,25500,25500.0,0.0,Office,1213869.75,0,0,1,0,0,0,0,1,0,0,0,14.009324778706302
24,8796.333333333334,0.6353404827769146,1.0,3,26389,0,26389,16766.0,9623.0,Office,1208035.375,1,0,0,0,0,0,0,1,0,0,0,14.004506768778514
34,8619.666666666666,1.0,1.0,3,25859,0,25859,25859.0,4000.0,Office,858780.625,1,0,0,0,0,0,0,1,0,0,0,13.663269948623721
8,10446.0,0.7989900440359946,1.0,4,41784,8399,33385,33385.0,8399.0,Office,1294615.25,1,0,0,0,0,0,0,1,0,0,0,14.073724877154426
55,10011.0,1.0380581360503447,1.0,2,20022,0,20022,20784.0,0.0,Office,657385.8125,1,0,0,0,0,0,0,1,0,0,0,13.396027879925866
9,7538.0,0.8352348102945079,1.0,4,30152,5680,24472,25184.0,4968.0,Office,845044.125,1,0,0,0,0,0,0,1,0,0,0,13.647145307280319
37,5591.25,0.966554884864744,1.0,4,22365,0,22365,21617.0,0.0,Office,727385.8125,1,0,0,0,0,0,0,1,0,0,0,13.49721368173087
22,7543.0,1.0,1.0,4,30172,0,30172,30172.0,0.0,Office,904059.875,1,0,0,0,0,0,0,1,0,0,0,13.714651976708874
115,5758.0,0.6273011462313304,1.0,4,23032,0,23032,14448.0,5300.0,Office,1121537.75,1,0,0,0,0,0,0,1,0,0,0,13.930212184284862
48,11750.0,1.0,1.0,2,23500,0,23500,23500.0,0.0,Office,1686405.0,1,0,0,0,0,0,0,1,0,0,0,14.338110195197613
50,22282.0,1.0,1.0,1,22282,0,22282,22282.0,0.0,Office,579888.3125,0,1,0,0,0,0,0,1,0,0,0,13.270592523792992
85,18750.0,1.0,1.0,2,37500,0,37500,37500.0,0.0,Office,2235765.5,1,0,0,0,0,0,0,1,0,0,0,14.620094680254995
33,10142.75,0.5917527297823568,1.0,4,40571,10849,29722,24008.0,0.0,Office,1286817.375,1,0,0,0,0,0,0,1,0,0,0,14.067683353853386
33,10426.75,1.0,1.0,4,41707,15659,26048,41707.0,12000.0,Office,1755788.5,1,0,0,0,0,0,0,1,0,0,0,14.37842917127639
34,13787.0,1.0,1.0,2,27574,0,27574,27574.0,0.0,Office,1211349.25,1,0,0,0,0,0,0,1,0,0,0,14.007246204500092
29,25368.33333333333,1.0,1.0,3,76105,27307,48798,76105.0,0.0,Office,2472350.25,1,0,0,0,0,0,0,1,0,0,0,14.720680178889637
28,9613.666666666666,1.0,1.0,3,28841,0,28841,28841.0,0.0,Office,1459199.75,1,0,0,0,0,0,0,1,0,0,0,14.193399412282336
28,15329.5,0.8892005610098177,1.0,2,30659,0,30659,27262.0,8653.0,Office,2619088.5,1,0,0,0,0,0,0,1,0,0,0,14.77833729625456
37,17379.5,1.2850484766535286,1.0,2,34759,0,34759,44667.0,0.0,Office,1633105.375,1,0,0,0,0,0,0,1,0,0,0,14.3059945106761
