BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food
27,28649.0,1.0625501762714231,1.0,2,57298,0,57298,60882.0,0.0,Education,1586388.75,1,0,0,0,0,0,0,0,0,0,0
19,76585.0,0.5411895279754522,1.0,1,76585,38585,38000,41447.0,0.0,Retail & Food,13906080.0,0,1,0,0,0,0,0,0,0,0,1
78,8791.0,1.0,1.0,3,26373,0,26373,26373.0,0.0,Public / Institutional,964236.0,0,0,1,0,0,0,0,0,0,1,0
60,37934.0,0.6640349027257869,6.0,2,75868,0,75868,50379.0,12622.0,Office,3605749.75,1,0,0,0,0,0,0,1,0,0,0
69,10828.0,0.2611747321758404,1.0,2,21656,0,21656,5656.0,5561.0,Mixed Use,1607972.25,0,1,0,0,0,0,1,0,0,0,0
95,7680.0,1.0,1.0,3,23040,0,23040,23040.0,0.0,Industrial & Storage,421430.0,1,0,0,0,0,1,0,0,0,0,0
60,18385.5,0.9479209159391913,1.0,2,36771,0,36771,34856.0,0.0,Other,5447076.5,1,0,0,0,0,0,0,0,1,0,0
39,24024.0,0.5958208458208458,1.0,1,24024,0,24024,14314.0,9710.0,Industrial & Storage,375773.5938,1,0,0,0,0,1,0,0,0,0,0
63,42420.0,0.6463932107496464,1.0,1,42420,0,42420,27420.0,10000.0,Industrial & Storage,965425.1875,0,1,0,0,0,1,0,0,0,0,0
37,36982.0,0.9296955275539451,1.0,1,36982,0,36982,34382.0,2600.0,Industrial & Storage,374753.8125,1,0,0,0,0,1,0,0,0,0,0
52,11700.0,0.8547863247863248,1.0,2,23400,0,23400,20002.0,3374.0,Industrial & Storage,439266.9063,1,0,0,0,0,1,0,0,0,0,0
68,15360.0,0.9153645833333334,1.0,2,30720,0,30720,28120.0,1600.0,Other,1683064.25,0,0,1,0,0,0,0,0,1,0,0
44,23232.0,1.0,1.0,1,23232,0,23232,23232.0,0.0,Industrial & Storage,127374.0,1,0,0,0,0,1,0,0,0,0,0
42,35046.0,0.928665182902471,1.0,1,35046,0,35046,32546.0,0.0,Industrial & Storage,1063269.125,1,0,0,0,0,1,0,0,0,0,0
55,25577.0,0.5219142198068577,1.0,1,25577,0,25577,13349.0,8228.0,Industrial & Storage,895784.6875,1,0,0,0,0,1,0,0,0,0,0
42,43380.0,0.9876440756108806,1.0,1,43380,0,43380,42844.0,0.0,Industrial & Storage,405062.0,1,0,0,0,0,1,0,0,0,0,0
21,6803.333333333333,1.0,1.0,3,20410,0,20410,20410.0,0.0,Office,2720238.25,0,1,0,0,0,0,0,1,0,0,0
33,8232.0,0.7448979591836735,1.0,3,24696,6300,18396,18396.0,6300.0,Office,624125.625,1,0,0,0,0,0,0,1,0,0,0
60,45174.0,1.0,1.0,1,45174,0,45174,45174.0,0.0,Education,1980825.25,0,0,1,0,0,0,0,0,0,0,0
14,24955.0,1.0,1.0,1,24955,0,24955,24955.0,0.0,Public / Institutional,689803.0,0,1,0,0,0,0,0,0,0,1,0
25,11358.0,1.0,1.0,3,34074,0,34074,34074.0,0.0,Other,8521989.0,0,1,0,0,0,0,0,0,1,0,0
10,39255.2,0.505410748130184,0.0,10,392552,22225,370327,198400.0,52400.0,Hospitality,17457560.0,1,0,0,0,1,0,0,0,0,0,0
55,38237.5,0.5942072572736188,1.0,2,76475,0,76475,45442.0,31033.0,Public / Institutional,1765813.625,0,0,1,0,0,0,0,0,0,1,0
28,16480.5,1.0,1.0,2,32961,0,32961,32961.0,0.0,Education,1573155.0,0,0,1,0,0,0,0,0,0,0,0
12,27376.0,0.46778199883109295,1.0,1,27376,14570,12806,12806.0,0.0,Other,1082920.125,1,0,0,0,0,0,0,0,1,0,0
66,109794.0,1.0,1.0,1,109794,0,109794,109794.0,0.0,Education,3296526.25,0,0,1,0,0,0,0,0,0,0,0
105,8400.0,1.0,1.0,3,25200,0,25200,25200.0,0.0,Other,1242666.25,0,0,1,0,0,0,0,0,1,0,0
20,44755.0,1.0496704278851525,1.0,1,44755,0,44755,46978.0,0.0,Retail & Food,11521140.0,0,1,0,0,0,0,0,0,0,0,1
109,11160.0,1.0,1.0,2,22320,0,22320,22320.0,0.0,Other,209644.9063,1,0,0,0,0,0,0,0,1,0,0
104,8000.0,0.5,1.0,3,24000,0,24000,12000.0,6000.0,Mixed Use,932083.5,1,0,0,0,0,0,1,0,0,0,0
96,7807.333333333333,1.0,1.0,3,23422,0,23422,23422.0,0.0,Office,2701872.0,0,0,1,0,0,0,0,1,0,0,0
41,19439.5,1.0,5.0,2,38879,11328,27551,38879.0,0.0,Other,3371659.75,1,0,0,0,0,0,0,0,1,0,0
18,10606.8,0.423992155975412,1.0,5,53034,14625,38409,22486.0,14257.0,Mixed Use,3392129.0,1,0,0,0,0,0,1,0,0,0,0
96,11520.0,1.0,1.0,2,23040,0,23040,23040.0,0.0,Industrial & Storage,79711.79688,1,0,0,0,0,1,0,0,0,0,0
58,30940.0,1.0,1.0,2,61880,0,61880,61880.0,0.0,Industrial & Storage,595936.5,1,0,0,0,0,1,0,0,0,0,0
91,13969.0,0.49813873577206674,1.0,2,27938,0,27938,13917.0,13188.0,Office,1027394.313,1,0,0,0,0,0,0,1,0,0,0
92,10800.0,1.5083333333333333,1.0,2,21600,0,21600,32580.0,9650.0,Other,1623657.0,1,0,0,0,0,0,0,0,1,0,0
87,9302.666666666666,0.7842195786154508,1.0,3,27908,0,27908,21886.0,0.0,Other,2028125.625,0,1,0,0,0,0,0,0,1,0,0
16,15281.0,1.0,1.0,2,30562,0,30562,30562.0,0.0,Education,1622231.375,0,1,0,0,0,0,0,0,0,0,0
16,18323.0,1.0,1.0,3,54969,0,54969,54969.0,0.0,Retail & Food,3724098.25,1,0,0,0,0,0,0,0,0,0,1
65,18412.5,1.2040733197556008,1.0,2,36825,0,36825,44340.0,10415.0,Education,1755072.75,0,1,0,0,0,0,0,0,0,0,0
58,8611.333333333334,1.2317875667724705,1.0,3,25834,0,25834,31822.0,0.0,Office,2076289.625,0,1,0,0,0,0,0,1,0,0,0
87,37700.0,1.3852785145888593,1.0,1,37700,0,37700,52225.0,0.0,Public / Institutional,3481727.5,0,0,1,0,0,0,0,0,0,1,0
91,13636.5,1.0,1.0,2,27273,0,27273,27273.0,0.0,Education,1258619.125,0,0,1,0,0,0,0,0,0,0,0
12,16204.833333333334,0.4659103765337502,1.0,6,97229,0,97229,45300.0,35973.0,Mixed Use,1021754.688,1,0,0,0,0,0,1,0,0,0,0
34,8370.333333333334,0.5677193261917088,1.0,3,25111,0,25111,14256.0,7850.0,Office,954352.6875,0,1,0,0,0,0,0,1,0,0,0
63,15902.5,1.0,1.0,2,31805,0,31805,31805.0,0.0,Public / Institutional,1641667.0,0,0,1,0,0,0,0,0,0,1,0
63,20811.0,1.0,1.0,1,20811,0,20811,20811.0,0.0,Education,1267348.5,0,0,1,0,0,0,0,0,0,0,0
49,11029.0,0.5732160667331581,1.0,2,22058,0,22058,12644.0,7286.0,Industrial & Storage,1987334.75,0,1,0,0,0,1,0,0,0,0,0
46,22890.0,1.8982961992136305,1.0,1,22890,0,22890,43452.0,2890.0,Industrial & Storage,10005787.0,1,0,0,0,0,1,0,0,0,0,0
109,7200.0,1.0,1.0,5,36000,0,36000,36000.0,0.0,Other,1111293.75,0,0,1,0,0,0,0,0,1,0,0
45,28320.0,1.0,1.0,1,28320,0,28320,28320.0,0.0,Industrial & Storage,4236396.5,1,0,0,0,0,1,0,0,0,0,0
61,29079.0,1.0,1.0,1,29079,0,29079,29079.0,0.0,Public / Institutional,861643.6875,0,1,0,0,0,0,0,0,0,1,0
34,9616.0,0.6666666666666666,1.0,3,28848,9616,19232,19232.0,9616.0,Office,726917.5,1,0,0,0,0,0,0,1,0,0,0
28,10267.5,0.6622839055271488,1.0,2,20535,0,20535,13600.0,8200.0,Office,1835804.0,1,0,0,0,0,0,0,1,0,0,0
31,21512.5,0.6862754212667054,1.0,2,43025,0,43025,29527.0,13498.0,Industrial & Storage,9393108.0,0,1,0,0,0,1,0,0,0,0,0
51,30800.0,1.0,1.0,1,30800,0,30800,30800.0,0.0,Industrial & Storage,485971.0,1,0,0,0,0,1,0,0,0,0,0
116,7389.333333333333,0.5,1.0,3,22168,0,22168,11084.0,11084.0,Mixed Use,1784385.25,0,1,0,0,0,0,1,0,0,0,0
94,37400.0,0.7291711229946524,1.0,1,37400,0,37400,27271.0,5706.0,Industrial & Storage,924192.6875,1,0,0,0,0,1,0,0,0,0,0
16,24375.454545454544,1.0,1.0,11,268130,0,268130,268130.0,0.0,Office,15026352.0,1,0,0,0,0,0,0,1,0,0,0
16,6222.909090909091,0.9008502308186759,1.0,11,68452,0,68452,61665.0,6787.0,Office,3782378.25,1,0,0,0,0,0,0,1,0,0,0
16,24835.0,1.0306788440068086,1.0,11,273185,0,273185,281566.0,0.0,Office,14709151.0,1,0,0,0,0,0,0,1,0,0,0
92,32500.0,1.0,1.0,3,97500,0,97500,97500.0,0.0,Education,3736960.0,0,0,1,0,0,0,0,0,0,0,0
34,10803.0,1.0,1.0,5,54015,0,54015,54015.0,0.0,Office,3020001.5,1,0,0,0,0,0,0,1,0,0,0
31,3230.769230769231,0.6322380952380953,1.0,13,42000,0,42000,26554.0,15310.0,Retail & Food,7798464.0,0,1,0,0,0,0,0,0,0,0,1
34,4987.541666666667,0.8594581498901429,0.0,24,119701,0,119701,102878.0,16823.0,Office,8382140.5,1,0,0,0,0,0,0,1,0,0,0
51,24697.0,0.6195084423209297,1.0,1,24697,0,24697,15300.0,4717.0,Other,1295685.75,1,0,0,0,0,0,0,0,1,0,0
3,57468.0,1.178916962483469,2.0,1,57468,0,57468,67750.0,0.0,Education,3543985.5,1,0,0,0,0,0,0,0,0,0,0
10,16800.0,1.0035714285714286,1.0,5,84000,0,84000,84300.0,0.0,Education,12184124.0,0,0,1,0,0,0,0,0,0,0,0
25,34333.333333333336,1.0,1.0,3,103000,0,103000,103000.0,0.0,Retail & Food,5214621.5,1,0,0,0,0,0,0,0,0,0,1
8,37864.0,1.0,1.0,1,37864,0,37864,37864.0,0.0,Retail & Food,8025696.0,1,0,0,0,0,0,0,0,0,0,1
66,33248.5,1.0,1.0,2,66497,0,66497,66497.0,0.0,Retail & Food,9290214.0,1,0,0,0,0,0,0,0,0,0,1
10,8502.5,1.1299029697147898,1.0,4,34010,0,34010,38428.0,0.0,Retail & Food,3560614.25,1,0,0,0,0,0,0,0,0,0,1
10,11495.0,1.0,1.0,4,45980,0,45980,45980.0,0.0,Retail & Food,8305255.0,1,0,0,0,0,0,0,0,0,0,1
20,15247.666666666666,0.989069365804604,0.0,3,45743,0,45743,45243.0,0.0,Retail & Food,5313217.0,1,0,0,0,0,0,0,0,0,0,1
25,45000.0,1.0,1.0,1,45000,0,45000,45000.0,0.0,Other,3505497.0,0,0,1,0,0,0,0,0,1,0,0
17,55616.333333333336,1.2972897649970931,1.0,6,333698,0,333698,432903.0,333698.0,Other,13730204.0,1,0,0,0,0,0,0,0,1,0,0
112,18214.75,1.0,1.0,4,72859,0,72859,72859.0,0.0,Industrial & Storage,1498457.875,1,0,0,0,0,1,0,0,0,0,0
7,69352.5,1.0,1.0,2,138705,0,138705,138705.0,0.0,Education,4959298.0,1,0,0,0,0,0,0,0,0,0,0
12,7315.666666666667,0.6778602998131863,1.0,3,21947,0,21947,14877.0,12023.0,Mixed Use,1554599.25,1,0,0,0,0,0,1,0,0,0,0
76,,0.9095074485669435,1.0,0,384772,0,384772,349953.0,63872.0,Industrial & Storage,15206762.0,0,1,0,0,0,1,0,0,0,0,0
56,,0.9261399280219236,1.0,0,30287,0,30287,28050.0,0.0,Office,2193115.0,1,0,0,0,0,0,0,1,0,0,0
56,,1.4520541698964935,1.0,0,21931,0,21931,31845.0,31845.0,Office,3947209.25,0,0,1,0,0,0,0,1,0,0,0
31,12183.666666666666,1.268405789171295,1.0,6,73102,0,73102,92723.0,18364.0,Office,4307238.5,1,0,0,0,0,0,0,1,0,0,0
100,70411.5,0.6378219466990478,1.0,2,140823,59401,81422,89820.0,64000.0,Mixed Use,2762846.0,1,0,0,0,0,0,1,0,0,0,0
50,87458.0,0.4699055546662398,5.0,1,87458,0,87458,41097.0,39772.0,Mixed Use,8475238.0,0,1,0,0,0,0,1,0,0,0,0
5,51400.0,1.008579766536965,1.0,1,51400,0,51400,51841.0,0.0,Retail & Food,11702959.0,0,1,0,0,0,0,0,0,0,0,1
23,26263.0,1.0,1.0,1,26263,0,26263,26263.0,0.0,Office,1634669.375,1,0,0,0,0,0,0,1,0,0,0
110,19606.0,1.0,1.0,2,39212,0,39212,39212.0,0.0,Other,72370.39844,1,0,0,0,0,0,0,0,1,0,0
48,21400.0,0.5484579439252336,0.0,1,21400,0,21400,11737.0,9003.0,Other,5170809.5,0,1,0,0,0,0,0,0,1,0,0
16,22250.0,1.0220786516853932,1.0,8,178000,0,178000,181930.0,0.0,Industrial & Storage,53166156.0,0,1,0,0,0,1,0,0,0,0,0
11,40539.25,0.5469884124644635,1.0,4,162157,0,162157,88698.0,72726.0,Office,40613740.0,1,0,0,0,0,0,0,1,0,0,0
13,8499.25,1.0,1.0,4,33997,0,33997,33997.0,30000.0,Retail & Food,8926736.0,1,0,0,0,0,0,0,0,0,0,1
4,47856.63636363636,0.7608634121229505,1.0,11,526423,0,526423,400536.0,182439.0,Office,17463744.0,1,0,0,0,0,0,0,1,0,0,0
114,12368.5,0.44843756316449046,1.0,6,74211,0,74211,33279.0,29878.0,Mixed Use,1357119.875,1,0,0,0,0,0,1,0,0,0,0
28,22850.0,6.426849015317287,1.0,2,45700,0,45700,293707.0,0.0,Industrial & Storage,1544193.75,1,0,0,0,0,1,0,0,0,0,0
87,,1.12395275182758,8.0,0,502030,0,502030,564258.0,0.0,Other,18470340.0,0,1,0,0,0,0,0,0,1,0,0
4,26787.5,1.0,1.0,2,53575,0,53575,53575.0,0.0,Other,31803568.0,1,0,0,0,0,0,0,0,1,0,0
4,26224.166666666668,1.0,1.0,6,157345,0,157345,157345.0,0.0,Office,11624548.0,1,0,0,0,0,0,0,1,0,0,0
4,68569.0,1.0106753780863071,2.0,2,137138,0,137138,138602.0,0.0,Other,5475367.0,1,0,0,0,0,0,0,0,1,0,0
4,38210.0,0.6,1.0,7,267470,0,267470,160482.0,106988.0,Other,42584028.0,0,1,0,0,0,0,0,0,1,0,0
3,41250.0,0.7318181818181818,1.0,8,330000,0,330000,241500.0,0.0,Healthcare,57764408.0,0,1,0,1,0,0,0,0,0,0,0
98,14610.666666666666,0.5609600292024092,1.0,3,43832,0,43832,24588.0,17558.0,Retail & Food,3886545.0,0,0,1,0,0,0,0,0,0,0,1
29,24393.833333333332,1.0,1.0,6,146363,0,146363,146363.0,0.0,Other,11730555.0,0,1,0,0,0,0,0,0,1,0,0
5,67263.0,1.0,1.0,1,67263,0,67263,67263.0,0.0,Retail & Food,14697487.0,1,0,0,0,0,0,0,0,0,0,1
28,27237.384615384617,0.5461752229684314,1.0,13,354086,149326,204760,193393.0,149326.0,Office,13458948.0,1,0,0,0,0,0,0,1,0,0,0
8,35146.0,1.0,1.0,2,70292,0,70292,70292.0,0.0,Public / Institutional,1933811.625,0,1,0,0,0,0,0,0,0,1,0
41,12954.142857142857,0.6616746986623143,1.0,7,90679,35120,55559,60000.0,30700.0,Other,41680640.0,1,0,0,0,0,0,0,0,1,0,0
3,42448.875,0.508826794585251,0.0,8,339591,114010,225581,172793.0,139241.0,Industrial & Storage,41696464.0,0,1,0,0,0,1,0,0,0,0,0
2,17890.0,1.0620458356623812,1.0,2,35780,0,35780,38000.0,0.0,Education,2912264.0,1,0,0,0,0,0,0,0,0,0,0
3,35020.333333333336,0.7950904712500357,1.0,3,105061,28217,76844,83533.0,28217.0,Office,1363191.625,1,0,0,0,0,0,0,1,0,0,0
3,20887.333333333332,0.7500558552232613,1.0,3,62662,14989,47673,47000.0,0.0,Office,2502131.0,1,0,0,0,0,0,0,1,0,0,0
3,15595.25,0.9657588047642711,1.0,4,62381,22948,39433,60245.0,26067.0,Hospitality,3497215.5,1,0,0,0,1,0,0,0,0,0,0
2,24462.5,1.2979049565661727,1.0,2,48925,0,48925,63500.0,0.0,Education,1662054.125,1,0,0,0,0,0,0,0,0,0,0
54,29000.0,0.8655172413793103,0.0,1,29000,0,29000,25100.0,0.0,Other,2429214.0,1,0,0,0,0,0,0,0,1,0,0
3,50837.5,1.0457700188509138,1.0,6,305025,239252,65773,318986.0,19909.0,Other,25959642.0,0,1,0,0,0,0,0,0,1,0,0
2,47673.42857142857,0.5733442408769186,1.0,7,333714,146687,187027,191333.0,133432.0,Office,4581493.0,1,0,0,0,0,0,0,1,0,0,0
2,28494.0,0.4302660209166842,1.0,2,56988,0,56988,24520.0,0.0,Other,544172.375,0,1,0,0,0,0,0,0,1,0,0
9,74928.0,1.0,4.0,2,149856,0,149856,149856.0,0.0,Education,6335315.5,1,0,0,0,0,0,0,0,0,0,0
6,22081.0,1.0,1.0,2,44162,0,44162,44162.0,15761.0,Other,1546484.875,1,0,0,0,0,0,0,0,1,0,0
3,53775.0,0.6575732217573221,1.0,1,53775,0,53775,35361.0,12689.0,Other,12095818.0,0,0,1,0,0,0,0,0,1,0,0
104,32410.0,0.5811169392162913,0.0,2,64820,0,64820,37668.0,11500.0,Office,2274296.75,1,0,0,0,0,0,0,1,0,0,0
23,49882.5,1.0,1.0,2,99765,0,99765,99765.0,0.0,Education,3185005.25,1,0,0,0,0,0,0,0,0,0,0
91,142782.33333333334,1.1028068365133874,1.0,3,428347,0,428347,472384.0,0.0,Education,37022180.0,0,1,0,0,0,0,0,0,0,0,0
96,46808.25,2.697534622635967,1.0,8,374466,0,374466,1010135.0,0.0,Healthcare,163945984.0,0,1,0,1,0,0,0,0,0,0,0
6,5149.75,1.0,1.0,8,41198,0,41198,41198.0,0.0,Retail & Food,7768057.5,1,0,0,0,0,0,0,0,0,0,1
2,20993.0,0.9995236507407231,1.0,1,20993,0,20993,20983.0,0.0,Other,923812.8125,1,0,0,0,0,0,0,0,1,0,0
7,,1.0,1.0,0,40265,0,40265,40265.0,0.0,Other,2159170.25,1,0,0,0,0,0,0,0,1,0,0
116,,1.0,111.0,0,9320156,0,9320156,9320156.0,0.0,Education,873923712.0,1,0,0,0,0,0,0,0,0,0,0
47,14694.75,1.0,1.0,4,58779,0,58779,58779.0,0.0,Education,5000717.0,1,0,0,0,0,0,0,0,0,0,0
18,33838.333333333336,1.0,1.0,6,203030,0,203030,203030.0,0.0,Education,51168308.0,0,1,0,0,0,0,0,0,0,0,0
2,71196.83333333333,1.0,1.0,6,427181,0,427181,427181.0,169195.0,Office,16371039.0,1,0,0,0,0,0,0,1,0,0,0
2,25395.0,0.8621382161842882,1.0,4,101580,14004,87576,87576.0,0.0,Industrial & Storage,940844.6875,1,0,0,0,0,1,0,0,0,0,0
2,11216.0,2.4845458868283403,1.0,3,33648,0,33648,83600.0,39000.0,Other,1399581.625,1,0,0,0,0,0,0,0,1,0,0
1,7574.6,0.6845774034272437,1.0,5,37873,0,37873,25927.0,5834.0,Office,2346692.5,0,1,0,0,0,0,0,1,0,0,0
1,51381.6,0.698771544677472,1.0,10,513816,0,513816,359040.0,151658.0,Office,18760766.0,1,0,0,0,0,0,0,1,0,0,0
1,10329.57142857143,1.1029360919413058,1.0,14,144614,0,144614,159500.0,0.0,Hospitality,5525072.5,1,0,0,0,1,0,0,0,0,0,0
2,40058.5,0.7112452205316392,1.0,12,480702,163260,317442,341897.0,136594.0,Office,12720069.0,1,0,0,0,0,0,0,1,0,0,0
2,12766.0,0.4600109666301112,1.0,2,25532,0,25532,11745.0,11745.0,Mixed Use,627854.125,1,0,0,0,0,0,1,0,0,0,0
1,54018.0,1.87132992706135,1.0,2,108036,0,108036,202171.0,108036.0,Other,4991893.5,1,0,0,0,0,0,0,0,1,0,0
1,40283.083333333336,0.707850896881859,1.0,12,483397,166208,317189,342173.0,147597.0,Office,13998638.0,1,0,0,0,0,0,0,1,0,0,0
2,41284.38461538462,0.6387924657674628,1.0,13,536697,197659,339038,342838.0,202178.0,Office,13239050.0,1,0,0,0,0,0,0,1,0,0,0
2,31705.75,0.6951183933513637,1.0,4,126823,41539,85284,88157.0,41539.0,Hospitality,6042399.5,1,0,0,0,1,0,0,0,0,0,0
61,52085.0,1.0,1.0,1,52085,4222,47863,52085.0,0.0,Industrial & Storage,3605855.5,0,0,1,0,0,1,0,0,0,0,0
87,12495.0,1.0,1.0,2,24990,0,24990,24990.0,0.0,Office,4420650.5,0,1,0,0,0,0,0,1,0,0,0
3,72000.0,1.0,1.0,1,72000,0,72000,72000.0,0.0,Other,2925780.0,1,0,0,0,0,0,0,0,1,0,0
1,15000.0,1.0161777777777778,1.0,3,45000,0,45000,45728.0,0.0,Education,1325972.75,1,0,0,0,0,0,0,0,0,0,0
1,57548.333333333336,0.4388282313417707,1.0,6,345290,85028,260262,151523.0,106498.0,Mixed Use,39364116.0,1,0,0,0,0,0,1,0,0,0,0
54,68072.0,1.012398636737572,1.0,1,68072,0,68072,68916.0,0.0,Education,3180819.25,1,0,0,0,0,0,0,0,0,0,0
11,20616.0,0.48020954598370197,1.0,1,20616,0,20616,9900.0,8577.0,Mixed Use,636965.5,1,0,0,0,0,0,1,0,0,0,0
3,11685.0,1.0,1.0,1,11685,0,11685,11685.0,0.0,Other,851053.8125,0,1,0,0,0,0,0,0,1,0,0
6,11968.0,1.0,1.0,1,11968,0,11968,11968.0,0.0,Other,783423.0,0,1,0,0,0,0,0,0,1,0,0
67,11285.0,1.0,1.0,1,11285,0,11285,11285.0,0.0,Other,645665.375,1,0,0,0,0,0,0,0,1,0,0
105,16795.0,0.5168204822863948,1.0,1,16795,0,16795,8680.0,7014.0,Other,936616.5,0,1,0,0,0,0,0,0,1,0,0
44,12769.0,0.8545696608974861,1.0,1,12769,0,12769,10912.0,1670.0,Other,5117308.5,0,0,1,0,0,0,0,0,1,0,0
64,13661.0,1.0,1.0,1,13661,0,13661,13661.0,0.0,Office,502667.6875,1,0,0,0,0,0,0,1,0,0,0
104,23445.0,1.0,1.0,1,23445,0,23445,23445.0,0.0,Other,5976246.0,0,0,1,0,0,0,0,0,1,0,0
22,20050.0,0.40438902743142147,1.0,1,20050,0,20050,8108.0,7726.0,Mixed Use,1813404.0,0,1,0,0,0,0,1,0,0,0,0
56,15398.0,1.0,1.0,1,15398,0,15398,15398.0,0.0,Office,387810.0,1,0,0,0,0,0,0,1,0,0,0
34,18261.0,1.0,1.0,1,18261,0,18261,18261.0,0.0,Other,932082.125,1,0,0,0,0,0,0,0,1,0,0
26,12294.0,1.0,1.0,1,12294,0,12294,12294.0,0.0,Office,849745.6875,1,0,0,0,0,0,0,1,0,0,0
12,16000.0,1.0,1.0,1,16000,0,16000,16000.0,0.0,Other,950276.1875,0,1,0,0,0,0,0,0,1,0,0
42,13157.0,0.5763471916090294,1.0,1,13157,0,13157,7583.0,5574.0,Other,5765898.0,0,0,1,0,0,0,0,0,1,0,0
27,14101.0,0.46812282816821504,1.0,1,14101,0,14101,6601.0,6501.0,Mixed Use,719471.1875,0,1,0,0,0,0,1,0,0,0,0
78,18258.0,0.4530069010844561,1.0,1,18258,0,18258,8271.0,8000.0,Mixed Use,1152896.25,0,0,1,0,0,0,1,0,0,0,0
