BuildingAge,Surface moyenne par étage,Ratio Largest Use / Total,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,PropertyCategory,SiteEnergyUse(kBtu),PrimaryEnergyType_Electricity,PrimaryEnergyType_Mixed,PrimaryEnergyType_NaturalGas,PropertyCategory_Healthcare,PropertyCategory_Hospitality,PropertyCategory_Industrial & Storage,PropertyCategory_Mixed Use,PropertyCategory_Office,PropertyCategory_Other,PropertyCategory_Public / Institutional,PropertyCategory_Retail & Food
89,7369.5,1.0,1.0,12,88434,0,88434,88434.0,0.0,Hospitality,7226362.5,0,1,0,0,1,0,0,0,0,0,0
20,9415.09090909091,0.8099183129598517,1.0,11,103566,15064,88502,83880.0,15064.0,Hospitality,8387933.0,0,0,1,0,1,0,0,0,0,0,0
47,23319.756097560974,0.791219629540534,1.0,41,956110,196718,759392,756493.0,0.0,Hospitality,72587024.0,1,0,0,0,1,0,0,0,0,0,0
90,6132.0,1.0,1.0,10,61320,0,61320,61320.0,0.0,Hospitality,6794584.0,0,1,0,0,1,0,0,0,0,0,0
36,9754.444444444445,0.7030698257204693,1.0,18,175580,62000,113580,123445.0,68009.0,Hospitality,14172606.0,0,0,1,0,1,0,0,0,0,0,0
17,48644.0,0.9130622481703807,1.0,2,97288,37198,60090,88830.0,0.0,Other,12086616.0,1,0,0,0,0,0,0,0,1,0,0
90,7546.181818181818,0.9800501156515035,1.0,11,83008,0,83008,81352.0,0.0,Hospitality,5758795.0,0,1,0,0,1,0,0,0,0,0,0
90,12845.125,1.0,1.0,8,102761,0,102761,102761.0,0.0,Other,6298131.5,0,1,0,0,0,0,0,0,1,0,0
112,10932.266666666666,1.0,1.0,15,163984,0,163984,163984.0,0.0,Hospitality,13723820.0,0,1,0,0,1,0,0,0,0,0,0
18,13327.04,1.0103969073402645,1.0,25,333176,61161,272015,336640.0,0.0,Hospitality,26941110.0,1,0,0,0,1,0,0,0,0,0,0
88,7223.222222222223,1.0,1.0,9,65009,0,65009,65009.0,0.0,Hospitality,6596057.5,0,1,0,0,1,0,0,0,0,0,0
36,9574.30303030303,0.9353034638172887,1.0,33,315952,57600,258352,295511.0,57600.0,Hospitality,22325364.0,1,0,0,0,1,0,0,0,0,0,0
94,8380.90909090909,0.7309903460245146,1.0,11,92190,25200,66990,67390.0,25200.0,Hospitality,10750010.0,0,1,0,0,1,0,0,0,0,0,0
12,37454.545454545456,0.8857111650485436,1.0,11,412000,57000,355000,364913.0,49000.0,Other,18588860.0,1,0,0,0,0,0,0,0,1,0,0
86,17318.5,0.8661258192106707,1.0,6,103911,0,103911,90000.0,40000.0,Other,9956396.0,0,1,0,0,0,0,0,0,1,0,0
33,14867.17857142857,0.8367641088591601,1.0,28,416281,85000,331281,348329.0,85000.0,Hospitality,33556756.0,1,0,0,0,1,0,0,0,0,0,0
109,11490.4,0.28618672979182624,1.0,5,57452,0,57452,16442.0,15505.0,Mixed Use,7606084.5,0,1,0,0,0,0,1,0,0,0,0
100,10435.2,1.0,1.0,10,104352,0,104352,104352.0,0.0,Hospitality,10154608.0,0,1,0,0,1,0,0,0,0,0,0
100,54036.0,0.9940595158783033,1.0,10,540360,0,540360,537150.0,0.0,Other,44984468.0,0,1,0,0,0,0,0,0,1,0,0
31,20277.57894736842,1.0,1.0,19,385274,0,385274,385274.0,0.0,Other,47859812.0,0,0,1,0,0,0,0,0,1,0,0
55,28114.0,1.047805363875649,1.0,2,56228,0,56228,58916.0,0.0,Education,1539478.5,1,0,0,0,0,0,0,0,0,0,0
15,14765.333333333334,0.6547543796279574,1.0,6,88592,30586,58006,58006.0,30586.0,Hospitality,3663534.5,1,0,0,0,1,0,0,0,0,0,0
88,18084.714285714286,0.9874163658338139,1.0,7,126593,0,126593,125000.0,0.0,Education,11343686.0,0,1,0,0,0,0,0,0,0,0,0
86,33612.0,1.0,1.0,2,67224,0,67224,67224.0,0.0,Other,1310236.625,1,0,0,0,0,0,0,0,1,0,0
25,19834.5,0.7101010864907106,1.0,8,158676,30301,128375,112676.0,42000.0,Hospitality,5328051.5,0,0,1,0,1,0,0,0,0,0,0
15,17186.6,0.7500552756217053,1.0,10,171866,38281,133585,128909.0,0.0,Hospitality,11061916.0,0,1,0,0,1,0,0,0,0,0,0
38,13682.0,0.7015640988159626,1.0,5,68410,16200,52210,47994.0,0.0,Hospitality,4456714.5,0,1,0,0,1,0,0,0,0,0,0
67,80322.5,1.0223100625603039,1.0,2,160645,0,160645,164229.0,0.0,Education,6779173.0,0,0,1,0,0,0,0,0,0,0,0
110,29087.333333333332,0.46919621370126746,1.0,3,87262,0,87262,40943.0,18153.0,Office,4145920.5,0,0,1,0,0,0,0,1,0,0,0
22,20467.75,1.0,1.0,4,81871,0,81871,81871.0,0.0,Hospitality,6668568.5,0,1,0,0,1,0,0,0,0,0,0
61,55178.0,0.2376400014498532,1.0,2,110356,0,110356,26225.0,0.0,Industrial & Storage,318364.8125,1,0,0,0,0,1,0,0,0,0,0
24,164945.0,1.5298574272232157,1.0,3,494835,0,494835,757027.0,639931.0,Mixed Use,448385312.0,0,0,1,0,0,0,1,0,0,0,0
55,357047.5,0.8626303222960531,3.0,2,714095,0,714095,616000.0,276000.0,Industrial & Storage,44731160.0,1,0,0,0,0,1,0,0,0,0,0
26,27493.0,1.0,1.0,2,54986,0,54986,54986.0,0.0,Education,1650279.25,1,0,0,0,0,0,0,0,0,0,0
66,87782.5,1.041557257995614,1.0,2,175565,0,175565,182861.0,0.0,Education,6399127.5,0,0,1,0,0,0,0,0,0,0,0
55,47450.0,0.5857323498419389,1.0,2,94900,0,94900,55586.0,39314.0,Office,6186461.5,1,0,0,0,0,0,0,1,0,0,0
116,26277.0,0.9709822278037827,1.0,2,52554,0,52554,51029.0,7849.0,Office,2951331.25,0,1,0,0,0,0,0,1,0,0,0
62,58338.333333333336,1.0,1.0,3,175015,0,175015,175015.0,0.0,Education,6994740.5,0,0,1,0,0,0,0,0,0,0,0
105,23528.666666666668,0.5445697447085824,1.0,3,70586,0,70586,38439.0,28197.0,Industrial & Storage,2158629.0,1,0,0,0,0,1,0,0,0,0,0
47,13842.083333333334,1.049426567532585,1.0,24,332210,205970,126240,348630.0,0.0,Hospitality,16163194.0,1,0,0,0,1,0,0,0,0,0,0
43,33623.0,0.6148291348184278,1.0,5,168115,0,168115,103362.0,65676.0,Office,9536161.0,1,0,0,0,0,0,0,1,0,0,0
96,28714.0,0.9010761301107474,1.0,2,57428,0,57428,51747.0,5681.0,Other,1247362.0,0,1,0,0,0,0,0,0,1,0,0
106,7425.0,0.5883333333333334,1.0,8,59400,0,59400,34947.0,4993.0,Office,5071974.0,1,0,0,0,0,0,0,1,0,0,0
90,26274.5,0.44720165940360423,1.0,2,52549,0,52549,23500.0,23500.0,Mixed Use,15026196.0,0,0,1,0,0,0,1,0,0,0,0
86,4931.7,0.8474866678832856,1.0,20,98634,10043,88591,83591.0,10043.0,Hospitality,4841347.5,1,0,0,0,1,0,0,0,0,0,0
34,29241.529411764706,1.0,1.0,34,994212,146694,847518,994212.0,117668.0,Hospitality,80469216.0,0,1,0,0,1,0,0,0,0,0,0
31,10164.285714285714,0.5810260014054813,1.0,7,71150,0,71150,41340.0,13730.0,Hospitality,5348309.0,1,0,0,0,1,0,0,0,0,0,0
108,17544.285714285714,0.7194853839263904,1.0,7,122810,0,122810,88360.0,26450.0,Hospitality,5401277.5,0,0,1,0,1,0,0,0,0,0,0
57,22634.6,0.6240622763379958,1.0,5,113173,42546,70627,70627.0,42546.0,Hospitality,5284343.5,0,1,0,0,1,0,0,0,0,0,0
16,21493.285714285714,0.714821239855636,1.0,7,150453,34735,115718,107547.0,3000.0,Hospitality,6715187.0,0,1,0,0,1,0,0,0,0,0,0
19,19383.333333333332,0.7608770421324161,1.0,6,116300,28200,88100,88490.0,28300.0,Hospitality,5827595.5,0,1,0,0,1,0,0,0,0,0,0
18,25933.666666666668,1.0,1.0,6,155602,36744,118858,155602.0,0.0,Hospitality,6836900.0,1,0,0,0,1,0,0,0,0,0,0
105,18690.666666666668,1.0,1.0,3,56072,0,56072,56072.0,0.0,Education,3234787.75,0,0,1,0,0,0,0,0,0,0,0
17,30735.5,0.6348603406484359,1.0,4,122942,44891,78051,78051.0,44891.0,Hospitality,5337334.0,0,1,0,0,1,0,0,0,0,0,0
54,27492.0,1.0,1.0,2,54984,0,54984,54984.0,0.0,Office,3375211.0,0,1,0,0,0,0,0,1,0,0,0
8,14017.166666666666,0.7534927410437202,1.0,6,84103,20732,63371,63371.0,20732.0,Hospitality,3706100.25,1,0,0,0,1,0,0,0,0,0,0
51,59671.333333333336,1.0,0.0,3,179014,0,179014,179014.0,0.0,Office,16701055.0,0,1,0,0,0,0,0,1,0,0,0
108,10947.285714285714,1.0,1.0,7,76631,0,76631,76631.0,0.0,Hospitality,7258758.5,0,0,1,0,1,0,0,0,0,0,0
33,16630.0,0.40262577670875926,1.0,6,99780,9341,90439,40174.0,20868.0,Mixed Use,15473117.0,1,0,0,0,0,0,1,0,0,0,0
87,29160.0,1.2358024691358025,1.0,2,58320,0,58320,72072.0,0.0,Retail & Food,1049748.625,0,0,1,0,0,0,0,0,0,0,1
6,63261.2,0.8277617244061131,1.0,5,316306,0,316306,261826.0,150726.0,Office,13795954.0,1,0,0,0,0,0,0,1,0,0,0
26,40409.0,0.8335766784627187,1.0,7,282863,44766,238097,235788.0,51537.0,Hospitality,19459304.0,0,1,0,0,1,0,0,0,0,0,0
54,389000.0,0.9460154241645244,1.0,1,389000,0,389000,368000.0,0.0,Other,23658978.0,1,0,0,0,0,0,0,0,1,0,0
54,91213.0,0.7126177189654983,1.0,1,91213,0,91213,65000.0,0.0,Other,8141155.5,0,1,0,0,0,0,0,0,1,0,0
78,79217.0,0.7031319035055607,1.0,5,396085,0,396085,278500.0,0.0,Other,20955026.0,0,1,0,0,0,0,0,0,1,0,0
6,47610.75,1.048084378702989,1.0,12,571329,0,571329,598801.0,310699.0,Office,39605888.0,1,0,0,0,0,0,0,1,0,0,0
54,26000.0,1.0,1.0,2,52000,0,52000,52000.0,0.0,Other,2726369.0,0,1,0,0,0,0,0,0,1,0,0
88,60696.0,1.7793594306049823,1.0,1,60696,0,60696,108000.0,0.0,Other,875943.3125,1,0,0,0,0,0,0,0,1,0,0
88,131024.0,1.129564049334473,1.0,2,262048,0,262048,296000.0,0.0,Other,20723248.0,1,0,0,0,0,0,0,0,1,0,0
30,33120.0,0.6929347826086957,0.0,2,66240,2352,63888,45900.0,5181.0,Office,4166306.25,1,0,0,0,0,0,0,1,0,0,0
6,153433.0,0.7925109548358784,1.0,6,920598,303707,616891,729584.0,185014.0,Office,36667044.0,1,0,0,0,0,0,0,1,0,0,0
46,19053.25,0.6369779433954837,1.0,4,76213,25930,50283,48546.0,21454.0,Office,3476212.5,1,0,0,0,0,0,0,1,0,0,0
14,16151.666666666666,0.6188835001547828,1.0,6,96910,36934,59976,59976.0,36934.0,Hospitality,5155568.5,0,1,0,0,1,0,0,0,0,0,0
54,12504.25,1.0,2.0,4,50017,0,50017,50017.0,0.0,Hospitality,5448975.0,0,0,1,0,1,0,0,0,0,0,0
93,22581.0,1.0,1.0,3,67743,0,67743,67743.0,0.0,Education,2646879.0,0,1,0,0,0,0,0,0,0,0,0
108,32350.666666666668,1.0,1.0,6,194104,0,194104,194104.0,0.0,Education,6219841.5,0,0,1,0,0,0,0,0,0,0,0
13,33144.333333333336,0.6404413021833798,1.0,3,99433,35752,63681,63681.0,35752.0,Office,4897760.0,1,0,0,0,0,0,0,1,0,0,0
59,130862.0,1.027387629716801,1.0,1,130862,0,130862,134446.0,0.0,Education,6456026.0,0,0,1,0,0,0,0,0,0,0,0
27,19985.0,1.0,1.0,3,59955,0,59955,59955.0,0.0,Education,1633399.375,1,0,0,0,0,0,0,0,0,0,0
52,46609.0,1.0,1.0,2,93218,0,93218,93218.0,0.0,Education,2887392.0,0,1,0,0,0,0,0,0,0,0,0
75,14130.25,0.8669344137577184,1.0,4,56521,0,56521,49000.0,0.0,Other,6357632.0,1,0,0,0,0,0,0,0,1,0,0
87,103467.0,0.5757681193037394,1.0,2,206934,0,206934,119146.0,0.0,Other,4253577.5,0,1,0,0,0,0,0,0,1,0,0
15,12847.5,1.0,1.0,4,51390,0,51390,51390.0,0.0,Hospitality,3611538.0,0,0,1,0,1,0,0,0,0,0,0
53,65506.5,1.0068390159755138,1.0,2,131013,0,131013,131909.0,0.0,Education,3894584.5,0,1,0,0,0,0,0,0,0,0,0
57,245587.0,1.0,1.0,1,245587,0,245587,245587.0,0.0,Education,11765682.0,0,0,1,0,0,0,0,0,0,0,0
14,23046.0,1.0212762880037027,1.0,3,69138,0,69138,70609.0,0.0,Hospitality,3242458.0,0,1,0,0,1,0,0,0,0,0,0
112,38196.0,1.0,1.0,5,190980,0,190980,190980.0,19051.0,Hospitality,6505995.0,1,0,0,0,1,0,0,0,0,0,0
18,47350.0,0.6678986272439282,1.0,6,284100,0,284100,189750.0,0.0,Other,14641502.0,1,0,0,0,0,0,0,0,1,0,0
62,57066.6,1.0607290429077605,4.0,5,285333,0,285333,302661.0,148865.0,Healthcare,68090728.0,0,1,0,1,0,0,0,0,0,0,0
25,27756.5,1.0645614540738206,1.0,2,55513,0,55513,59097.0,0.0,Education,1513570.75,1,0,0,0,0,0,0,0,0,0,0
10,15289.0,0.6991137419059454,1.0,4,61156,0,61156,42755.0,29219.0,Other,9363374.0,1,0,0,0,0,0,0,0,1,0,0
106,18205.0,0.7964844822850865,1.0,4,72820,13820,59000,58000.0,0.0,Other,2010454.625,1,0,0,0,0,0,0,0,1,0,0
20,40555.5,0.700903699868082,1.0,4,162222,14200,148022,113702.0,32692.0,Hospitality,7946961.0,0,1,0,0,1,0,0,0,0,0,0
26,72397.0,1.0,1.0,4,289588,0,289588,289588.0,0.0,Education,8819852.0,1,0,0,0,0,0,0,0,0,0,0
101,21110.0,1.0235275540817939,1.0,3,63330,0,63330,64820.0,0.0,Education,3059758.0,1,0,0,0,0,0,0,0,0,0,0
46,220535.5,1.095061792772592,27.0,2,441071,0,441071,483000.0,0.0,Education,38301744.0,1,0,0,0,0,0,0,0,0,0,0
14,48150.0,0.9584631360332295,1.0,2,96300,0,96300,92300.0,4944.0,Office,16319835.0,1,0,0,0,0,0,0,1,0,0,0
66,67356.0,1.014891026783063,1.0,1,67356,0,67356,68359.0,0.0,Other,7475577.5,0,1,0,0,0,0,0,0,1,0,0
8,84841.0,1.0,1.0,3,254523,0,254523,254523.0,0.0,Education,13567774.0,0,1,0,0,0,0,0,0,0,0,0
15,26268.0,1.0,1.0,3,78804,0,78804,78804.0,0.0,Education,2499140.0,1,0,0,0,0,0,0,0,0,0,0
14,22331.333333333332,1.0,1.0,3,66994,0,66994,66994.0,0.0,Education,2371304.5,1,0,0,0,0,0,0,0,0,0,0
16,32785.666666666664,1.0,1.0,3,98357,0,98357,98357.0,0.0,Education,3456131.5,0,1,0,0,0,0,0,0,0,0,0
58,54765.0,0.4704647128640555,1.0,1,54765,0,54765,25765.0,25000.0,Office,4253369.5,1,0,0,0,0,0,0,1,0,0,0
7,17964.2,0.5175070417831019,1.0,5,89821,0,89821,46483.0,37938.0,Other,1950092.5,0,0,1,0,0,0,0,0,1,0,0
36,26305.5,1.0,1.0,2,52611,0,52611,52611.0,0.0,Education,4116871.5,1,0,0,0,0,0,0,0,0,0,0
5,118379.0,1.0075689100262715,1.0,2,236758,0,236758,238550.0,0.0,Education,8355988.5,0,1,0,0,0,0,0,0,0,0,0
45,41830.166666666664,0.5481092194229842,3.0,6,250981,0,250981,137565.0,78357.0,Other,13071700.0,1,0,0,0,0,0,0,0,1,0,0
14,20842.0,1.0,1.0,3,62526,0,62526,62526.0,0.0,Education,1986094.875,0,1,0,0,0,0,0,0,0,0,0
12,27188.18181818182,0.8359246999030328,1.0,11,299070,68432,230638,250000.0,0.0,Other,65336980.0,0,1,0,0,0,0,0,0,1,0,0
9,21338.333333333332,0.46864016246192297,1.0,3,64015,0,64015,30000.0,15000.0,Office,3242077.75,1,0,0,0,0,0,0,1,0,0,0
65,530039.0,0.9529544052418785,1.0,1,530039,0,530039,505103.0,24936.0,Retail & Food,27717034.0,0,1,0,0,0,0,0,0,0,0,1
52,18074.666666666668,0.8669961640601948,1.0,3,54224,0,54224,47012.0,0.0,Other,7265178.0,0,1,0,0,0,0,0,0,1,0,0
51,31085.5,0.9811648517797688,1.0,4,124342,0,124342,122000.0,0.0,Retail & Food,8765978.0,1,0,0,0,0,0,0,0,0,0,1
63,87900.0,1.0,6.0,10,879000,0,879000,879000.0,0.0,Healthcare,253832464.0,0,1,0,1,0,0,0,0,0,0,0
20,18480.666666666668,0.5165037336315429,1.0,3,55442,0,55442,28636.0,15385.0,Other,3191228.25,0,1,0,0,0,0,0,0,1,0,0
17,121397.5,1.0,1.0,2,242795,0,242795,242795.0,0.0,Education,9157150.0,1,0,0,0,0,0,0,0,0,0,0
106,16974.0,1.0076705549664193,1.0,5,84870,0,84870,85521.0,0.0,Industrial & Storage,1381590.125,0,0,1,0,0,1,0,0,0,0,0
46,347036.0,0.9614780599130925,11.0,2,694072,111625,582447,667335.0,0.0,Education,35891484.0,1,0,0,0,0,0,0,0,0,0,0
64,86592.5,1.0,1.0,2,173185,0,173185,173185.0,0.0,Education,6127771.5,0,0,1,0,0,0,0,0,0,0,0
53,145341.0,0.9568463131532052,1.0,1,145341,0,145341,139069.0,0.0,Education,5499097.0,0,0,1,0,0,0,0,0,0,0,0
112,28574.25,1.0,1.0,4,114297,0,114297,114297.0,0.0,Industrial & Storage,2100097.75,0,1,0,0,0,1,0,0,0,0,0
56,92062.5,1.0,1.0,2,184125,0,184125,184125.0,0.0,Education,8800292.0,0,0,1,0,0,0,0,0,0,0,0
79,234144.0,1.0,1.0,1,234144,0,234144,234144.0,0.0,Industrial & Storage,6744317.0,0,0,1,0,0,1,0,0,0,0,0
50,64984.0,1.0067862858549796,1.0,1,64984,0,64984,65425.0,0.0,Retail & Food,2944296.25,1,0,0,0,0,0,0,0,0,0,1
51,67745.0,1.0005461657686914,1.0,1,67745,0,67745,67782.0,0.0,Retail & Food,9230223.0,0,0,1,0,0,0,0,0,0,0,1
6,183942.0,1.0,1.0,2,367884,0,367884,367884.0,0.0,Education,12265516.0,1,0,0,0,0,0,0,0,0,0,0
58,46797.0,1.0,1.0,1,46797,0,46797,46797.0,0.0,Education,2075891.0,0,0,1,0,0,0,0,0,0,0,0
43,18666.666666666668,1.0,1.0,3,56000,0,56000,56000.0,0.0,Other,1851260.5,0,1,0,0,0,0,0,0,1,0,0
12,33685.5,1.0,1.0,2,67371,0,67371,67371.0,0.0,Education,2128459.0,1,0,0,0,0,0,0,0,0,0,0
47,26044.0,1.0,1.0,2,52088,0,52088,52088.0,0.0,Industrial & Storage,1377519.5,0,0,1,0,0,1,0,0,0,0,0
6,42592.0,1.0,1.0,3,127776,0,127776,127776.0,0.0,Education,4748137.0,1,0,0,0,0,0,0,0,0,0,0
18,24784.0,1.0,1.0,5,123920,30000,93920,123920.0,30000.0,Hospitality,9373179.0,0,1,0,0,1,0,0,0,0,0,0
116,50000.0,0.86,1.0,1,50000,0,50000,43000.0,0.0,Other,7548807.0,0,1,0,0,0,0,0,0,1,0,0
90,25146.0,0.8419828203292771,1.0,2,50292,0,50292,42345.0,5000.0,Industrial & Storage,430473.6875,1,0,0,0,0,1,0,0,0,0,0
18,29665.14285714286,0.6818536425626999,1.0,7,207656,54341,153315,141591.0,0.0,Hospitality,11171988.0,0,1,0,0,1,0,0,0,0,0,0
17,33617.5,1.0,1.0,2,67235,0,67235,67235.0,0.0,Education,2284133.75,1,0,0,0,0,0,0,0,0,0,0
59,45565.0,0.6361022714803028,1.0,2,91130,0,91130,57968.0,32881.0,Office,9472358.0,1,0,0,0,0,0,0,1,0,0,0
25,19372.666666666668,1.0154169104236208,1.0,3,58118,0,58118,59014.0,0.0,Education,1407277.25,1,0,0,0,0,0,0,0,0,0,0
48,16223.25,1.0,1.0,4,64893,0,64893,64893.0,0.0,Hospitality,6197825.0,0,1,0,0,1,0,0,0,0,0,0
91,70762.0,1.0,1.0,1,70762,0,70762,70762.0,0.0,Education,3606416.0,0,0,1,0,0,0,0,0,0,0,0
116,14852.666666666666,0.7723865523587234,1.0,3,44558,0,44558,34416.0,7672.0,Office,1677002.25,1,0,0,0,0,0,0,1,0,0,0
17,264326.6666666667,1.0,1.0,6,1585960,327680,1258280,1585960.0,0.0,Other,59757440.0,1,0,0,0,0,0,0,0,1,0,0
92,89580.5,0.65570073844196,1.0,2,179161,0,179161,117476.0,37321.0,Industrial & Storage,9436408.0,1,0,0,0,0,1,0,0,0,0,0
51,29320.0,0.6962994542974079,1.0,2,58640,0,58640,40831.0,16735.0,Industrial & Storage,3928695.25,1,0,0,0,0,1,0,0,0,0,0
17,390709.0,1.0,1.0,3,1172127,0,1172127,1172127.0,0.0,Other,58761304.0,1,0,0,0,0,0,0,0,1,0,0
11,18716.555555555555,0.8014651318796787,1.0,9,168449,14567,153882,135006.0,20600.0,Hospitality,12726789.0,0,1,0,0,1,0,0,0,0,0,0
100,19900.0,1.0,0.0,4,79600,0,79600,79600.0,0.0,Industrial & Storage,2411402.25,1,0,0,0,0,1,0,0,0,0,0
19,60266.5,1.0,1.0,4,241066,0,241066,241066.0,0.0,Education,7791957.0,0,0,1,0,0,0,0,0,0,0,0
36,167184.0,0.720714900947459,14.0,2,334368,31874,302494,240984.0,72963.0,Office,53466684.0,1,0,0,0,0,0,0,1,0,0,0
8,69974.66666666667,0.7981674320230179,1.0,6,419848,335109,84739,335109.0,65000.0,Other,9134963.0,1,0,0,0,0,0,0,0,1,0,0
14,27696.25,0.5286184952836576,1.0,4,110785,0,110785,58563.0,48520.0,Mixed Use,10557910.0,1,0,0,0,0,0,1,0,0,0,0
17,,0.5303866457167566,1.0,0,934292,0,934292,495536.0,438756.0,Hospitality,65047284.0,1,0,0,0,1,0,0,0,0,0,0
26,119503.8,1.0068550121418733,6.0,5,597519,0,597519,601615.0,48607.0,Healthcare,143423024.0,0,1,0,1,0,0,0,0,0,0,0
17,71714.0,1.0,1.0,1,71714,0,71714,71714.0,0.0,Education,2371358.0,1,0,0,0,0,0,0,0,0,0,0
25,25132.333333333332,0.8917596190829874,1.0,3,75397,8161,67236,67236.0,8161.0,Industrial & Storage,549181.375,1,0,0,0,0,1,0,0,0,0,0
16,144836.375,1.1652649412138352,9.0,8,1158691,0,1158691,1350182.0,387651.0,Healthcare,293090784.0,0,1,0,1,0,0,0,0,0,0,0
14,104490.5,1.0,1.0,2,208981,0,208981,208981.0,0.0,Education,8164853.0,0,1,0,0,0,0,0,0,0,0,0
88,27826.5,0.9972508220581101,1.0,2,55653,0,55653,55500.0,0.0,Education,1377627.0,0,0,1,0,0,0,0,0,0,0,0
85,6678.75,1.0,1.0,16,106860,0,106860,106860.0,0.0,Hospitality,11935719.0,0,0,1,0,1,0,0,0,0,0,0
44,10151.8,0.9275005417758427,1.0,5,50759,0,50759,47079.0,3680.0,Office,3147042.0,1,0,0,0,0,0,0,1,0,0,0
64,28386.0,1.0,1.0,2,56772,0,56772,56772.0,0.0,Public / Institutional,2439484.75,0,0,1,0,0,0,0,0,0,1,0
64,34333.333333333336,1.0,1.0,3,103000,0,103000,103000.0,0.0,Public / Institutional,4854429.5,0,1,0,0,0,0,0,0,0,1,0
10,89765.66666666667,1.0,1.0,3,269297,0,269297,269297.0,0.0,Education,10498344.0,1,0,0,0,0,0,0,0,0,0,0
15,25058.0,1.0,1.0,3,75174,0,75174,75174.0,0.0,Education,2733846.0,0,1,0,0,0,0,0,0,0,0,0
13,25071.333333333332,1.0,1.0,3,75214,0,75214,75214.0,0.0,Education,2334260.0,1,0,0,0,0,0,0,0,0,0,0
11,44972.666666666664,1.0,1.0,3,134918,0,134918,134918.0,0.0,Education,3822102.5,1,0,0,0,0,0,0,0,0,0,0
25,32207.0,1.013910019560965,1.0,2,64414,0,64414,65310.0,0.0,Education,2295176.5,1,0,0,0,0,0,0,0,0,0,0
89,30812.333333333332,1.0,1.0,3,92437,0,92437,92437.0,0.0,Education,4626443.0,0,0,1,0,0,0,0,0,0,0,0
102,18395.14285714286,0.8523523290309554,1.0,7,128766,0,128766,109754.0,12876.0,Other,6057410.0,1,0,0,0,0,0,0,0,1,0,0
61,15392.0,0.8792446292446292,1.0,15,230880,0,230880,203000.0,0.0,Other,62197176.0,1,0,0,0,0,0,0,0,1,0,0
9,68320.33333333333,1.0,1.0,3,204961,0,204961,204961.0,0.0,Education,8190809.0,0,1,0,0,0,0,0,0,0,0,0
43,76086.0,1.0226585705648872,1.0,1,76086,0,76086,77810.0,0.0,Other,3267564.0,0,1,0,0,0,0,0,0,1,0,0
89,38000.0,0.7723210526315789,1.0,5,190000,39000,151000,146741.0,9805.0,Office,28731502.0,1,0,0,0,0,0,0,1,0,0,0
55,30577.25,1.0,1.0,4,122309,0,122309,122309.0,0.0,Hospitality,25453690.0,0,0,1,0,1,0,0,0,0,0,0
21,71825.33333333333,1.007481111585513,4.0,3,215476,0,215476,217088.0,0.0,Other,24017770.0,0,1,0,0,0,0,0,0,1,0,0
13,31784.125,1.0893803117122147,1.0,8,254273,38800,215473,277000.0,0.0,Hospitality,26659244.0,0,1,0,0,1,0,0,0,0,0,0
36,34700.0,1.0,1.0,2,69400,0,69400,69400.0,0.0,Other,14833476.0,1,0,0,0,0,0,0,0,1,0,0
116,62900.0,0.5165977742448331,1.0,1,62900,0,62900,32494.0,29793.0,Mixed Use,10394330.0,0,0,1,0,0,0,1,0,0,0,0
102,14125.0,0.584070796460177,1.0,4,56500,0,56500,33000.0,7000.0,Office,1380293.625,1,0,0,0,0,0,0,1,0,0,0
8,50876.0,0.7831393977513955,1.0,4,203504,0,203504,159372.0,44132.0,Industrial & Storage,3785282.5,1,0,0,0,0,1,0,0,0,0,0
48,33578.0,1.0,0.0,3,100734,26731,74003,100734.0,0.0,Office,9788717.0,1,0,0,0,0,0,0,1,0,0,0
35,19415.5,0.7997218717004455,1.0,4,77662,18504,59158,62108.0,17570.0,Office,5007401.0,1,0,0,0,0,0,0,1,0,0,0
38,19500.0,0.7426752136752137,1.0,12,234000,21790,212210,173786.0,29865.0,Office,18661606.0,1,0,0,0,0,0,0,1,0,0,0
27,14799.84,1.0376922993762094,1.0,25,369996,0,369996,383942.0,127192.0,Office,24755086.0,1,0,0,0,0,0,0,1,0,0,0
91,69345.0,0.5207397793640494,1.0,10,693450,0,693450,361107.0,332343.0,Retail & Food,40062888.0,1,0,0,0,0,0,0,0,0,0,1
40,23981.696969696968,0.7859958857512548,1.0,33,791396,0,791396,622034.0,132465.0,Office,40847752.0,1,0,0,0,0,0,0,1,0,0,0
16,32510.739130434784,0.7254606170268821,1.0,23,747747,205076,542671,542461.0,219045.0,Office,30985420.0,1,0,0,0,0,0,0,1,0,0,0
86,12046.470588235294,0.6935592558230382,1.0,17,204790,30000,174790,142034.0,17070.0,Office,7739699.0,1,0,0,0,0,0,0,1,0,0,0
100,14679.8,0.7024210139102712,1.0,5,73399,0,73399,51557.0,9976.0,Office,3757006.0,1,0,0,0,0,0,0,1,0,0,0
47,13292.55,0.8518079676209606,1.0,20,265851,32334,233517,226454.0,29214.0,Office,14633233.0,0,1,0,0,0,0,0,1,0,0,0
7,30321.72,0.7687228824750048,1.0,25,758043,228668,529375,582725.0,191082.0,Office,27018020.0,1,0,0,0,0,0,0,1,0,0,0
48,17166.666666666668,0.7815533980582524,1.0,12,206000,0,206000,161000.0,51250.0,Office,8580279.0,1,0,0,0,0,0,0,1,0,0,0
